,title,title_link,publication_info,snippet,cited_by_link,cited_by_count,pdf_file,year
128,Neuroinflammation in the normal appearing white matter of multiple sclerosis brain causes abnormalities at the node of Ranvier,https://www.biorxiv.org/content/10.1101/2020.06.10.142281.abstract,"PG Delgado, R James, E Browne, J Meng… - bioRxiv, 2020 - biorxiv.org","Abstract Changes to the structure of nodes of Ranvier in the normal-appearing white matter (NAWM) 
of MS brains are associated with chronic inflammation. We show that the paranodal …","https://scholar.google.com/scholar?cites=12241558155898910957&as_sdt=5,39&sciodt=0,39&hl=en",1.0,https://www.biorxiv.org/content/10.1101/2020.06.10.142281.full.pdf,2020
129,Disruption of transient SERT expression in thalamic glutamatergic neurons alters trajectory of postnatal interneuron development in the mouse cortex,https://academic.oup.com/cercor/article-abstract/30/3/1623/5559316,"R De Gregorio, X Chen, EI Petit, K Dobrenis… - Cerebral …, 2020 - academic.oup.com","In mice, terminal differentiation of subpopulations of interneurons occurs in late postnatal 
stages, paralleling the emergence of the adult cortical architecture. Here, we investigated the …","https://scholar.google.com/scholar?cites=14105466912184497442&as_sdt=5,39&sciodt=0,39&hl=en",3.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7132953/,2020
130,Endogenous Rab29 does not impact basal or nigericin and monensin stimulated LRRK2 pathway activity,https://www.biorxiv.org/content/10.1101/2020.06.08.139675.abstract,"AF Kalogeropulou, JB Freemantle, P Lis, EG Vides… - BioRxiv, 2020 - biorxiv.org","Mutations that enhance LRRK2 protein kinase activity cause inherited Parkinson’s disease. 
LRRK2 phosphorylates a group of Rab GTPase proteins, including Rab10 and Rab12, …","https://scholar.google.com/scholar?cites=12650609705928068434&as_sdt=5,39&sciodt=0,39&hl=en",2.0,https://www.biorxiv.org/content/10.1101/2020.06.08.139675.full.pdf,2020
131,[HTML][HTML] H3K27M in gliomas causes a one-step decrease in H3K27 methylation and reduced spreading within the constraints of H3K36 methylation,https://www.sciencedirect.com/science/article/pii/S2211124720313796,"AS Harutyunyan, H Chen, T Lu, C Horth, H Nikbakht… - Cell reports, 2020 - Elsevier","The discovery of H3K27M mutations in pediatric gliomas marked a new chapter in cancer 
epigenomics. Numerous studies have investigated the effect of this mutation on H3K27 …","https://scholar.google.com/scholar?cites=4062414012625008114&as_sdt=5,39&sciodt=0,39&hl=en",28.0,https://www.sciencedirect.com/science/article/pii/S2211124720313796,2020
132,Drebrin autoantibodies in patients with seizures and suspected encephalitis,https://onlinelibrary.wiley.com/doi/abs/10.1002/ana.25720,"J Pitsch, D Kamalizade, A Braun, JC Kuehn… - Annals of …, 2020 - Wiley Online Library","Objective Assess occurrence of the dendritic spine scaffolding protein Drebrin as a 
pathophysiologically relevant autoantibody target in patients with recurrent seizures and suspected …","https://scholar.google.com/scholar?cites=15728081260718254738&as_sdt=5,39&sciodt=0,39&hl=en",17.0,https://onlinelibrary.wiley.com/doi/pdf/10.1002/ana.25720,2020
133,A novel synthetic peptide provides neuroprotection and rescues rat cortical neurons from anesthetic-induced cell death and modulation of growth and synaptic …,https://www.biorxiv.org/content/10.1101/2020.06.18.159889.abstract,"F Iqbal, M Pehar, AJ Thompson, U Azeem… - bioRxiv, 2020 - biorxiv.org","Anesthetics, although necessary for many modern procedures, exert neurotoxic effects in 
various experimental models; the underlying mechanisms, however, remain unknown. In the …",,,https://www.biorxiv.org/content/10.1101/2020.06.18.159889.full.pdf,2020
134,SULT4A1 modulates synaptic development and function by promoting the formation of PSD-95/NMDAR complex,https://www.jneurosci.org/content/40/37/7013.abstract,"L Culotta, P Scalmani, E Vinci, B Terragni… - Journal of …, 2020 - Soc Neuroscience","Sulfotransferase 4A1 (SULT4A1) is a cytosolic sulfotransferase that is highly conserved 
across species and extensively expressed in the brain. However, the biological function of …","https://scholar.google.com/scholar?cites=10592261881701840681&as_sdt=5,39&sciodt=0,39&hl=en",9.0,https://www.jneurosci.org/content/jneuro/40/37/7013.full.pdf,2020
135,[PDF][PDF] Effect of transient receptor potential vanilloid 4 activation on the delayed rectifier potassium current in the hippocampal pyramidal neurons and Kv subunit …,https://www.researchsquare.com/article/rs-24895/latest.pdf,"L Zhou, W Xu, D An, C Men, Y Li, Y Du, L Chen - 2020 - researchsquare.com","Activation of transient receptor potential vanilloid 4 (TRPV4) can increase hippocampal 
neuronal excitability. Recent studies have reported that TRPV4 may be involved in the …","https://scholar.google.com/scholar?cites=17214103336117242149&as_sdt=5,39&sciodt=0,39&hl=en",1.0,https://www.researchsquare.com/article/rs-24895/latest.pdf,2020
136,An alternative mechanism of early nodal clustering and myelination onset in GABAergic neurons of the central nervous system,https://onlinelibrary.wiley.com/doi/abs/10.1002/glia.23812,"M Thetiot, SA Freeman, T Roux, AL Dubessy, MS Aigrot… - Glia, 2020 - Wiley Online Library","In vertebrates, fast saltatory conduction along myelinated axons relies on the node of 
Ranvier. How nodes assemble on CNS neurons is not yet fully understood. We previously …","https://scholar.google.com/scholar?cites=11781532478591057110&as_sdt=5,39&sciodt=0,39&hl=en",16.0,https://www.biorxiv.org/content/biorxiv/early/2019/09/09/763573.full.pdf,2020
137,[HTML][HTML] Input-output relationship of CA1 pyramidal neurons reveals intact homeostatic mechanisms in a mouse model of fragile X syndrome,https://www.sciencedirect.com/science/article/pii/S2211124720309736,"SA Booker, LS De Oliveira, NJ Anstey, Z Kozic… - Cell Reports, 2020 - Elsevier","Cellular hyperexcitability is a salient feature of fragile X syndrome animal models. The 
cellular basis of hyperexcitability and how it responds to changing activity states is not fully …","https://scholar.google.com/scholar?cites=4973463383362775349&as_sdt=5,39&sciodt=0,39&hl=en",28.0,https://www.sciencedirect.com/science/article/pii/S2211124720309736,2020
138,Cell‐type‐specific visualisation and biochemical isolation of endogenous synaptic proteins in mice,https://onlinelibrary.wiley.com/doi/abs/10.1111/ejn.14597,"F Zhu, MO Collins, J Harmse… - European Journal of …, 2020 - Wiley Online Library","In recent years, the remarkable molecular complexity of synapses has been revealed, with 
over 1,000 proteins identified in the synapse proteome. Although it is known that different …","https://scholar.google.com/scholar?cites=15401137847992992257&as_sdt=5,39&sciodt=0,39&hl=en",11.0,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ejn.14597,2020
139,[HTML][HTML] Muscarinic-dependent miR-182 and QR2 expression regulation in the anterior insula enables novel taste learning,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7266141/,"NL Gould, A Elkobi, E Edry, J Daume, K Rosenblum - Eneuro, 2020 - ncbi.nlm.nih.gov","In a similar manner to other learning paradigms, intact muscarinic acetylcholine receptor (mAChR) 
neurotransmission or protein synthesis regulation in the anterior insular cortex (aIC) …","https://scholar.google.com/scholar?cites=7480651569314002991&as_sdt=5,39&sciodt=0,39&hl=en",7.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7266141/,2020
140,[HTML][HTML] Nicotinamide pathway-dependent Sirt1 activation restores calcium homeostasis to achieve neuroprotection in spinocerebellar ataxia type 7,https://www.sciencedirect.com/science/article/pii/S0896627319309833,"CA Stoyas, DD Bushart, PM Switonski, JM Ward… - Neuron, 2020 - Elsevier","Sirtuin 1 (Sirt1) is a NAD + -dependent deacetylase capable of countering age-related 
neurodegeneration, but the basis of Sirt1 neuroprotection remains elusive. Spinocerebellar ataxia …","https://scholar.google.com/scholar?cites=8580140075985892693&as_sdt=5,39&sciodt=0,39&hl=en",48.0,https://www.sciencedirect.com/science/article/pii/S0896627319309833,2020
141,Parvalbumin+ and Npas1+ pallidal neurons have distinct circuit topology and function,https://www.jneurosci.org/content/40/41/7855.abstract,"A Pamukcu, Q Cui, HS Xenias, BL Berceau… - Journal of …, 2020 - Soc Neuroscience","The external globus pallidus (GPe) is a critical node within the basal ganglia circuit. Phasic 
changes in the activity of GPe neurons during movement and their alterations in Parkinson's …","https://scholar.google.com/scholar?cites=9416626808391274903&as_sdt=5,39&sciodt=0,39&hl=en",34.0,https://www.jneurosci.org/content/jneuro/40/41/7855.full.pdf,2020
142,A general method for three color STED microscopy with one depletion laser: application to primary neuronal culture,http://oastats.mit.edu/handle/1721.1/127884,MC Lee - 2020 - oastats.mit.edu,"Recent advances in the field of optical nanoscopy have equipped molecular neuroscientists 
with the means to investigate sub-synaptic phenomena with unprecedented spatial …",,,http://oastats.mit.edu/bitstream/handle/1721.1/127884/1196908704-MIT.pdf?sequence=1&isAllowed=y,2020
143,[HTML][HTML] Identifying mutation hotspots reveals pathogenetic mechanisms of KCNQ2 epileptic encephalopathy,https://www.nature.com/articles/s41598-020-61697-6,"J Zhang, EC Kim, C Chen, E Procko, S Pant, K Lam… - Scientific reports, 2020 - nature.com","K v 7 channels are enriched at the axonal plasma membrane where their voltage-dependent 
potassium currents suppress neuronal excitability. Mutations in K v 7.2 and K v 7.3 subunits …","https://scholar.google.com/scholar?cites=14877927514935194457&as_sdt=5,39&sciodt=0,39&hl=en",35.0,https://www.nature.com/articles/s41598-020-61697-6,2020
144,[HTML][HTML] Two KCNQ2 Encephalopathy Variants in the Calmodulin-Binding Helix A Exhibit Dominant-Negative Effects and Altered PIP2 Interaction,https://www.frontiersin.org/articles/10.3389/fphys.2020.571813/full,"B Tran, ZG Ji, M Xu, TN Tsuchida… - Frontiers in Physiology, 2020 - frontiersin.org","Heterozygous missense variants in KCNQ2, which encodes the potassium channel subunit 
Kv7.2, are among the most common genetic causes of severe neonatal-onset epileptic …","https://scholar.google.com/scholar?cites=2066482292824884859&as_sdt=5,39&sciodt=0,39&hl=en",6.0,https://www.frontiersin.org/articles/10.3389/fphys.2020.571813/full,2020
145,[PDF][PDF] Elovanoids downregulate canonical SARS-CoV-2 cell-entry mediators and enhance protective signaling in human alveolar cells,https://www.researchsquare.com/article/rs-75121/latest.pdf,"J Calandria, S Bhattacharjee, MAI Kautzmann… - 2020 - researchsquare.com","The pro-homeostatic lipid mediators elovanoids (ELVs) attenuate cell binding and entrance 
of the SARS-CoV-2 receptor-binding domain (RBD) in human primary alveoli cells in culture. …","https://scholar.google.com/scholar?cites=16555586411956356236&as_sdt=5,39&sciodt=0,39&hl=en",1.0,https://www.researchsquare.com/article/rs-75121/latest.pdf,2020
146,[HTML][HTML] Advantages of acute brain slices prepared at physiological temperature in the characterization of synaptic functions,https://www.frontiersin.org/articles/10.3389/fncel.2020.00063/full,"K Eguchi, P Velicky, E Hollergschwandtner… - Frontiers in Cellular …, 2020 - frontiersin.org","Acute brain slice preparation is a powerful experimental model for investigating the 
characteristics of synaptic function in the brain. Although brain tissue is usually cut at ice-cold …","https://scholar.google.com/scholar?cites=4935871443437231617&as_sdt=5,39&sciodt=0,39&hl=en",22.0,https://www.frontiersin.org/articles/10.3389/fncel.2020.00063/full,2020
147,[HTML][HTML] Impaired lipid metabolism in astrocytes underlies degeneration of cortical projection neurons in hereditary spastic paraplegia,https://actaneurocomms.biomedcentral.com/articles/10.1186/s40478-020-01088-0,"Y Mou, Y Dong, Z Chen… - Acta …, 2020 - actaneurocomms.biomedcentral …","Hereditary spastic paraplegias (HSPs) are caused by a length-dependent axonopathy of 
long corticospinal neurons, but how axons of these cortical projection neurons (PNs) …","https://scholar.google.com/scholar?cites=16054503037578782293&as_sdt=5,39&sciodt=0,39&hl=en",15.0,https://actaneurocomms.biomedcentral.com/articles/10.1186/s40478-020-01088-0,2020
148,[HTML][HTML] Taurine promotes neurite outgrowth and synapse development of both vertebrate and invertebrate central neurons,https://www.frontiersin.org/articles/10.3389/fnsyn.2020.00029/full,"B Mersman, W Zaidi, NI Syed, F Xu - Frontiers in Synaptic …, 2020 - frontiersin.org","… Cells were then incubated with primary antibodies rabbit anti-synaptophysin (1:500, Abcam) 
and mouse anti-PSD95 (1:2,000; NeuroMab) to study the development of synaptic proteins. …","https://scholar.google.com/scholar?cites=12491472890950436795&as_sdt=5,39&sciodt=0,39&hl=en",17.0,https://www.frontiersin.org/articles/10.3389/fnsyn.2020.00029/full,2020
149,Effects of intrauterine growth restriction on Ca2+-activated force and contractile protein expression in the mesenteric artery of 1-year-old Wistar-Kyoto rats,https://link.springer.com/article/10.1007/s13105-020-00724-6,"MJ Christie, T Romano, RM Murphy… - Journal of physiology and …, 2020 - Springer","Intrauterine growth restriction (IUGR) affects vascular reactivity in older rats, but at present 
the causative factors for this change are unknown. Therefore, we investigated downstream …","https://scholar.google.com/scholar?cites=5899226375844840553&as_sdt=5,39&sciodt=0,39&hl=en",1.0,,2020
150,LRRK2-dependent Rab GTPase phosphorylation in response to endolysosomal damage depends on macrophage differentiation,https://www.biorxiv.org/content/10.1101/2020.10.02.323873.abstract,"S Herbst, MG Gutierrez - bioRxiv, 2020 - biorxiv.org","The Parkinson’s Disease (PD) kinase LRRK2 is highly expressed in immune cells such as 
macrophages. In these cells, LRRK2 regulates innate immune pathways and it is activated …",,,https://www.biorxiv.org/content/10.1101/2020.10.02.323873.full.pdf,2020
151,Bioprospection of natural sources of polyphenols with therapeutic potential for redox-related diseases,https://www.mdpi.com/808106,"R Menezes, A Foito, C Jardim, I Costa, G Garcia… - Antioxidants, 2020 - mdpi.com","Plants are a reservoir of high-value molecules with underexplored biomedical applications. 
With the aim of identifying novel health-promoting attributes in underexplored natural sources…","https://scholar.google.com/scholar?cites=7434955958886524172&as_sdt=5,39&sciodt=0,39&hl=en",9.0,https://www.mdpi.com/2076-3921/9/9/789/pdf,2020
152,Experience-and sex-dependent intrinsic plasticity in the zebra finch auditory cortex during song memorization,https://www.jneurosci.org/content/40/10/2047.abstract,"AN Chen, CD Meliza - Journal of Neuroscience, 2020 - Soc Neuroscience","For vocal communicators like humans and songbirds, survival and reproduction depend on 
highly developed auditory processing systems that can detect and differentiate nuanced …","https://scholar.google.com/scholar?cites=8329905420644040096&as_sdt=5,39&sciodt=0,39&hl=en",8.0,https://www.jneurosci.org/content/jneuro/40/10/2047.full.pdf,2020
153,"Differential mechanisms of tolerance induced by NMDA and 3, 5‐dihydroxyphenylglycine (DHPG) preconditioning",https://onlinelibrary.wiley.com/doi/abs/10.1111/jnc.15033,"E Gerace, E Zianni, E Landucci… - Journal of …, 2020 - Wiley Online Library","We investigated the molecular events triggered by NMDA and 3,5‐dihydroxyphenylglycine (DHPG) 
preconditioning, that lead to neuroprotection against excitotoxic insults (AMPA or …","https://scholar.google.com/scholar?cites=6173694005714239118&as_sdt=5,39&sciodt=0,39&hl=en",7.0,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jnc.15033,2020
154,"Human iPSC-derived Down syndrome astrocytes display genome-wide perturbations in gene expression, an altered adhesion profile, and increased cellular …",https://academic.oup.com/hmg/article-abstract/29/5/785/5704976,"B Ponroy Bally, WT Farmer, EV Jones… - Human Molecular …, 2020 - academic.oup.com","Down syndrome (DS), caused by the triplication of human chromosome 21, leads to significant 
alterations in brain development and is a major genetic cause of intellectual disability. …","https://scholar.google.com/scholar?cites=5770147944938004906&as_sdt=5,39&sciodt=0,39&hl=en",30.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7104679/,2020
155,Functional specification of CCK+ interneurons by alternative isoforms of Kv4. 3 auxiliary subunits,https://elifesciences.org/articles/58515,"VJ Oláh, D Lukacsovich, J Winterer, A Arszovszki… - Elife, 2020 - elifesciences.org","CCK-expressing interneurons (CCK+INs) are crucial for controlling hippocampal activity. We 
found two firing phenotypes of CCK+INs in rat hippocampal CA3 area; either possessing a …","https://scholar.google.com/scholar?cites=2855388846875222751&as_sdt=5,39&sciodt=0,39&hl=en",10.0,https://elifesciences.org/articles/58515.pdf,2020
156,In Vivo Visual Screen for Dopaminergic Rab ↔ LRRK2-G2019S Interactions in Drosophila Discriminates Rab10 from Rab3,https://academic.oup.com/g3journal/article-abstract/10/6/1903/6026349,"S Petridi, CA Middleton, C Ugbode… - G3: Genes …, 2020 - academic.oup.com","LRRK2 mutations cause Parkinson’s, but the molecular link from increased kinase activity to 
pathological neurodegeneration remains undetermined. Previous in vitro assays indicate …","https://scholar.google.com/scholar?cites=1152472686893814335&as_sdt=5,39&sciodt=0,39&hl=en",7.0,https://academic.oup.com/g3journal/article/10/6/1903/6026349,2020
157,[HTML][HTML] RAI1 regulates activity-dependent nascent transcription and synaptic scaling,https://www.sciencedirect.com/science/article/pii/S2211124720309876,"PM Garay, A Chen, T Tsukahara, JCR Díaz, R Kohen… - Cell reports, 2020 - Elsevier","Long-lasting forms of synaptic plasticity such as synaptic scaling are critically dependent on 
transcription. Activity-dependent transcriptional dynamics in neurons, however, remain …","https://scholar.google.com/scholar?cites=17033575861457192115&as_sdt=5,39&sciodt=0,39&hl=en",19.0,https://www.sciencedirect.com/science/article/pii/S2211124720309876,2020
158,[HTML][HTML] Transient primary cilia mediate robust hedgehog pathway-dependent cell cycle control,https://www.sciencedirect.com/science/article/pii/S0960982220306436,"EK Ho, AE Tsai, T Stearns - Current Biology, 2020 - Elsevier","The regulation of proliferation is a primary function of Hedgehog (Hh) signaling in development. 
Hh signal transduction requires the primary cilium for several steps in the pathway [1, 2, …","https://scholar.google.com/scholar?cites=4565226532697993735&as_sdt=5,39&sciodt=0,39&hl=en",10.0,https://www.sciencedirect.com/science/article/pii/S0960982220306436,2020
159,Compartment-specific neurexin nanodomains orchestrate tripartite synapse assembly,https://www.biorxiv.org/content/10.1101/2020.08.21.262097.abstract,"JH Trotter, Z Dargaei, A Sclip, S Essayan-Perez… - BioRxiv, 2020 - biorxiv.org","At tripartite synapses, astrocytes enmesh synaptic contacts, but how astrocytes contribute to 
the formation, maturation and plasticity of synapses remains elusive. Here we show that both …","https://scholar.google.com/scholar?cites=14051124718151476811&as_sdt=5,39&sciodt=0,39&hl=en",5.0,https://www.biorxiv.org/content/biorxiv/early/2020/08/21/2020.08.21.262097.full.pdf,2020
160,Long-term changes in the central amygdala proteome in rats with a history of chronic cocaine self-administration,https://www.sciencedirect.com/science/article/pii/S0306452220303754,"PU Hámor, MJ Edelmann, C Gobin, M Schwendt - Neuroscience, 2020 - Elsevier","The central nucleus of the amygdala (CeA) is a striatum-like structure that contains mainly 
inhibitory circuits controlling a repertoire of (mal)adaptive behaviors related to pain, anxiety, …","https://scholar.google.com/scholar?cites=3073774266980241140&as_sdt=5,39&sciodt=0,39&hl=en",4.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7483535/,2020
161,Biotin rescues mitochondrial dysfunction and neurotoxicity in a tauopathy model,https://www.pnas.org/doi/abs/10.1073/pnas.1922392117,"KM Lohr, B Frost, C Scherzer… - Proceedings of the …, 2020 - National Acad Sciences","Mitochondrial and metabolic dysfunction are often implicated in neurological disease, but 
effective mechanism-based therapies remain elusive. We performed a genome-scale forward …","https://scholar.google.com/scholar?cites=9604644941427613655&as_sdt=5,39&sciodt=0,39&hl=en",12.0,https://www.pnas.org/doi/full/10.1073/pnas.1922392117,2020
162,Dopamine-dependent QR2 pathway activation in CA1 interneurons enhances novel memory formation,https://www.jneurosci.org/content/40/45/8698.abstract,"NL Gould, V Sharma, M Hleihil… - Journal of …, 2020 - Soc Neuroscience","The formation of memory for a novel experience is a critical cognitive capacity. The ability to 
form novel memories is sensitive to age-related pathologies and disease, to which …","https://scholar.google.com/scholar?cites=2528140251325264141&as_sdt=5,39&sciodt=0,39&hl=en",5.0,https://www.jneurosci.org/content/jneuro/40/45/8698.full.pdf,2020
163,[HTML][HTML] ORANGE: A CRISPR/Cas9-based genome editing toolbox for epitope tagging of endogenous proteins in neurons,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000665,"J Willems, APH de Jong, N Scheefhals, E Mertens… - PLoS …, 2020 - journals.plos.org","The correct subcellular distribution of proteins establishes the complex morphology and 
function of neurons. Fluorescence microscopy techniques are invaluable to investigate …","https://scholar.google.com/scholar?cites=8503055384149061955&as_sdt=5,39&sciodt=0,39&hl=en",81.0,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000665,2020
164,[HTML][HTML] LRRTM4: A novel regulator of presynaptic inhibition and ribbon synapse arrangements of retinal bipolar cells,https://www.sciencedirect.com/science/article/pii/S0896627319310943,"R Sinha, TJ Siddiqui, N Padmanabhan, J Wallin… - Neuron, 2020 - Elsevier","LRRTM4 is a transsynaptic adhesion protein regulating glutamatergic synapse assembly on 
dendrites of central neurons. In the mouse retina, we find that LRRTM4 is enriched at …","https://scholar.google.com/scholar?cites=9551562135788974140&as_sdt=5,39&sciodt=0,39&hl=en",18.0,https://www.sciencedirect.com/science/article/pii/S0896627319310943,2020
165,The hyperpolarization‐activated cyclic nucleotide‐gated 4 channel as a potential anti‐seizure drug target,https://bpspubs.onlinelibrary.wiley.com/doi/abs/10.1111/bph.15088,"Q Kharouf, AM Phillips, LE Bleakley… - British journal of …, 2020 - Wiley Online Library","Background and Purpose Hyperpolarization‐activated cyclic nucleotide‐gated (HCN) channels 
are encoded by four genes (HCN1–4) with distinct biophysical properties and functions …","https://scholar.google.com/scholar?cites=14322744274421802433&as_sdt=5,39&sciodt=0,39&hl=en",10.0,https://bpspubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bph.15088,2020
166,[HTML][HTML] PRISM: a progenitor-restricted intersectional fate mapping approach redefines forebrain lineages,https://www.sciencedirect.com/science/article/pii/S1534580720304081,"JF Poulin, MP Luppi, C Hofer, G Caronia, PK Hsu… - Developmental cell, 2020 - Elsevier","Lineage tracing aims to identify the progeny of a defined population of dividing progenitor 
cells, a daunting task in the developing central nervous system where thousands of cell types …","https://scholar.google.com/scholar?cites=10201971492036031274&as_sdt=5,39&sciodt=0,39&hl=en",6.0,https://www.sciencedirect.com/science/article/pii/S1534580720304081,2020
167,[PDF][PDF] Update from the Spanish Society of Neuropathology,https://www.euro-cns.org/wp-content/uploads/ECNS-News-online-as-published-in-Clin-NP-issue-5_2020.pdf,"A Acewicz, S Tarka, D Chutorański, P Felczak… - pathology, 2020 - euro-cns.org","Clinical Neuropathology, Vol. 39–No. 5/2020, p 251 Euro-CNS News c–Familial cases of 
Pick's Disease due to mutations in exons 9–13 in the tau-gene have been reported d–In an …",,,https://www.euro-cns.org/wp-content/uploads/ECNS-News-online-as-published-in-Clin-NP-issue-5_2020.pdf,2020
168,[HTML][HTML] Precision calcium imaging of dense neural populations via a cell-body-targeted calcium indicator,https://www.sciencedirect.com/science/article/pii/S0896627320303986,"OA Shemesh, C Linghu, KD Piatkevich, D Goodwin… - Neuron, 2020 - Elsevier","Methods for one-photon fluorescent imaging of calcium dynamics can capture the activity of 
hundreds of neurons across large fields of view at a low equipment complexity and cost. In …","https://scholar.google.com/scholar?cites=15282820662496885513&as_sdt=5,39&sciodt=0,39&hl=en",69.0,https://www.sciencedirect.com/science/article/pii/S0896627320303986,2020
169,[HTML][HTML] The impact of hyperpolarization-activated cyclic nucleotide-gated (HCN) and voltage-gated potassium KCNQ/Kv7 channels on primary microglia function,https://link.springer.com/article/10.1186/s12974-020-01779-4,"SU Vay, LJ Flitsch, M Rabenstein, H Monière… - Journal of …, 2020 - Springer","Background Microglia are essential to maintain cell homeostasis in the healthy brain and are 
activated after brain injury. Upon activation, microglia polarize towards different phenotypes…","https://scholar.google.com/scholar?cites=9158110637835799020&as_sdt=5,39&sciodt=0,39&hl=en",9.0,https://link.springer.com/article/10.1186/s12974-020-01779-4,2020
170,Drebrin expression patterns in patients with refractory temporal lobe epilepsy and hippocampal sclerosis,https://onlinelibrary.wiley.com/doi/abs/10.1111/epi.16595,"TCD Dombroski, JE Peixoto‐Santos, K Maciel… - …, 2020 - Wiley Online Library","Objective Drebrins are crucial for synaptic function and dendritic spine development, remodeling, 
and maintenance. In temporal lobe epilepsy (TLE) patients, a significant hippocampal …","https://scholar.google.com/scholar?cites=6328031858313137491&as_sdt=5,39&sciodt=0,39&hl=en",5.0,https://repositorio.pucrs.br/dspace/bitstream/10923/17344/2/Drebrin_expression_patterns_in_patients_with_refractory_temporal_lobe_epilepsy_and_hippocampal_sclerosis.pdf,2020
171,Modeling Amyotrophic Lateral Sclerosis with Human iPSC-Derived Motor Neurons Engineered by CRISPR/CAS9 Genome Editing Technology,https://search.proquest.com/openview/c367f1d952abbdf8769ab760f5ada5b9/1?pq-origsite=gscholar&cbl=18750&diss=y,BW Kim - 2020 - search.proquest.com,"Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disorder characterized by the 
gradual degeneration and elimination of motor neurons (MNs) and denervation of skeletal …",,,https://jscholarship.library.jhu.edu/bitstream/handle/1774.2/63776/KIM-DISSERTATION-2020.pdf?sequence=1,2020
172,Restoration of the integrity of a transected peripheral nerve with the use of an electric welding technology,https://link.springer.com/article/10.1007/s11062-020-09848-3,"VY Molotkovets, VV Medvediev, AV Korsak… - Neurophysiology, 2020 - Springer","Mechanical damage to the peripheral nerves, especially their transection, is a serious disabling 
injury, treatment of which and rehabilitation related to the consequences of such traumas …","https://scholar.google.com/scholar?cites=5133321622197095408&as_sdt=5,39&sciodt=0,39&hl=en",9.0,http://ir.librarynmu.com/bitstream/123456789/4673/1/Restoration%20of%20the%20Integrity.pdf,2020
173,[HTML][HTML] Altered expression of genes regulating inflammation and synaptogenesis during regrowth of afferent neurons to cochlear hair cells,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238578,"CC Wu, A Brugeaud, R Seist, HC Lin, WH Yeh… - PLoS …, 2020 - journals.plos.org","The spiral ganglion neurons constitute the primary connection between auditory hair cells 
and the brain. The spiral ganglion afferent fibers and their synapse with hair cells do not …","https://scholar.google.com/scholar?cites=5685616948412787241&as_sdt=5,39&sciodt=0,39&hl=en",5.0,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238578,2020
174,[PDF][PDF] Astrocytic neurexin-1 orchestrates functional synapse assembly,https://scholar.archive.org/work/zucmzxrrm5b7dia63seqpfm7xm/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2020/08/21/2020.08.21.262097.full.pdf,"JH Trotter, Z Dargaei, M Wöhr, K Liakath-Ali, K Raju… - BioRxiv, 2020 - scholar.archive.org","At tripartite synapses, astrocytes surround synaptic contacts, but how astrocytes contribute 
to the assembly and function of synapses remains unclear. Here we show that neurexin- …","https://scholar.google.com/scholar?cites=4529239758869524695&as_sdt=5,39&sciodt=0,39&hl=en",9.0,https://scholar.archive.org/work/zucmzxrrm5b7dia63seqpfm7xm/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2020/08/21/2020.08.21.262097.full.pdf,2020
175,[HTML][HTML] AKAP5 complex facilitates purinergic modulation of vascular L-type Ca2+ channel CaV1.2,https://www.nature.com/articles/s41467-020-18947-y,"MP Prada, AU Syed, GR Reddy… - Nature …, 2020 - nature.com","The L-type Ca 2+ channel Ca V 1.2 is essential for arterial myocyte excitability, gene expression 
and contraction. Elevations in extracellular glucose (hyperglycemia) potentiate vascular …","https://scholar.google.com/scholar?cites=8448302175344379413&as_sdt=5,39&sciodt=0,39&hl=en",16.0,https://www.nature.com/articles/s41467-020-18947-y,2020
176,Microstimulation of primate neocortex targeting striosomes induces negative decision‐making,https://onlinelibrary.wiley.com/doi/abs/10.1111/ejn.14555,"S Amemori, K Amemori, T Yoshida… - European Journal of …, 2020 - Wiley Online Library","Here, we combined MRI ‐guided electrical microstimulation and viral tracing to examine the 
function of a corticostriatal circuit implicated by previous cortical microstimulation as …","https://scholar.google.com/scholar?cites=5950155548173810850&as_sdt=5,39&sciodt=0,39&hl=en",14.0,https://onlinelibrary.wiley.com/doi/am-pdf/10.1111/ejn.14555,2020
177,[BOOK][B] Role of Beta-2 Adrenergic Signaling in Memory Formation: A Molecular and Behavioral Study,https://search.proquest.com/openview/8ab938fcfc98c97e9b4b226de6656e99/1?pq-origsite=gscholar&cbl=18750&diss=y,A Grover - 2020 - search.proquest.com,"Memory is a mystery trying to be unlocked since centuries. Each question answered, has 
paved the way for countless new ones to come to light. Learning and memory are understood …",,,,2020
