Status	Freezer	Rack	Box	Location		Date	Initials	Target		# of entry									
Parent	5	24	8	49	N349/040	04/05/12	IG	Foxi2											
Parent	5	24	8	50	N349/041	04/05/12	IG	Foxi2											
Parent	5	24	8	51	N349/042	04/05/12	IG	Foxi2											
Parent	5	24	8	52	N349/043	04/05/12	IG	Foxi2											
Parent	5	24	8	53	N349/044	04/05/12	IG	Foxi2											
Parent	5	24	8	54	N349/045	04/05/12	IG	Foxi2											
Parent	5	24	8	55	N349/046	04/05/12	IG	Foxi2											
Parent	5	24	8	56	N349/047	04/05/12	IG	Foxi2											
Parent	5	24	8	57	N349/048	04/05/12	IG	Foxi2											
Parent	5	24	8	58	N349/049	04/05/12	IG	Foxi2											
Parent	5	24	8	59	N349/050	04/05/12	IG	Foxi2											
Parent	5	24	8	60	N349/051	04/07/12	IG	Foxi2											
Parent	5	24	8	61	N349/052	04/05/12	IG	Foxi2											
Parent	5	24	8	62	N349/053	04/05/12	IG	Foxi2											
Parent	5	24	8	63	N349/054	04/05/12	IG	Foxi2											
Parent	5	24	8	64	N349/055	04/05/12	IG	Foxi2											
Parent	5	24	8	65	N349/056	04/05/12	IG	Foxi2											
Parent	5	24	8	66	N349/057	04/07/12	IG	Foxi2											
Parent	5	24	8	67	N349/058	04/05/12	IG	Foxi2											
Parent	5	24	8	68	N349/059	04/05/12	IG	Foxi2											
Parent	5	24	8	69	N349/060	04/05/12	IG	Foxi2											
Parent	5	24	8	70	N349/061	04/05/12	IG	Foxi2											
Parent	5	24	8	71	N349/062	04/05/12	IG	Foxi2											
Parent	5	24	8	72	N349/063	04/05/12	IG	Foxi2											
Parent	5	24	8	73	N349/064	04/05/12	IG	Foxi2											
Parent	5	24	8	74	N349/065	04/07/12	IG	Foxi2											
Parent	5	24	8	75	N349/066	04/05/12	IG	Foxi2											
Parent	5	24	8	76	N349/067	04/05/12	IG	Foxi2											
Parent	5	24	8	77	N349/068	04/05/12	IG	Foxi2											
Parent	5	24	8	78	N349/069	04/05/12	IG	Foxi2											
Parent	5	24	8	79	N349/070	04/07/12	IG	Foxi2											
Parent	5	24	8	80	N349/071	04/05/12	IG	Foxi2											
Parent	5	24	8	81	N349/072	04/05/12	IG	Foxi2											
Parent	5	24	8	82	N349/073	04/05/12	IG	Foxi2											
Parent	5	24	8	83	N349/074	04/05/12	IG	Foxi2											
Parent	5	24	8	84	N349/075	04/05/12	IG	Foxi2											
Parent	5	24	8	85	N349/076	04/05/12	IG	Foxi2											
Parent	5	24	8	86	N349/077	04/05/12	IG	Foxi2											
Parent	5	24	8	87	N349/078	04/05/12	IG	Foxi2											
Parent	5	24	8	88	N349/079	04/05/12	IG	Foxi2											
Parent	5	24	8	89	N349/080	04/07/12	IG	Foxi2											
Parent	5	24	8	90	N349/081	04/05/12	IG	Foxi2											
Parent	5	24	8	91	N349/082	04/05/12	IG	Foxi2											
Parent	5	24	8	92	N349/083	04/05/12	IG	Foxi2											
Parent	5	24	8	93	N349/084	04/05/12	IG	Foxi2											
Parent	5	24	8	94	N349/085	04/05/12	IG	Foxi2											
Parent	5	24	8	95	N349/086	04/05/12	IG	Foxi2											
Parent	5	24	8	96	N349/087	04/05/12	IG	Foxi2											
Parent	5	24	8	97	N349/088	04/05/12	IG	Foxi2											
Parent	5	24	8	98	N349/089	04/05/12	IG	Foxi2											
Parent	5	24	8	99	N349/090	04/05/12	IG	Foxi2											
Parent	5	24	8	100	N410/01	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	1	N410/02	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	2	N410/03	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	3															
Parent	5	24	9	4	N410/05	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	5	N410/06	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	6	N410/07	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	7	N410/08	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	8	N410/09	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	9	N410/10	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	10	N410/11	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	11															
Parent	5	24	9	12	N410/13	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	13	N410/14	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	14	N410/15	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	15	N410/16	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	16	N410/17	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	17	N410/18	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	18	N410/19	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	19	N410/20	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	20	N410/21	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	21	N410/22	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	22	N410/23	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	23	N410/24	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	24	N410/25	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	25	N410/26	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	26	N410/27	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	27	N410/28	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	28	N410/29	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	29	N410/30	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	30	N410/31	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	31	N410/32	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	32	N410/33	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	33	N410/34	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	34	N410/35	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	35	N410/36	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	36	N410/37	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	37	N410/38	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	38	N410/39	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	39	N410/40	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	40	N410/41	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	41	N410/42	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	42	N410/43	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	43	N410/44	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	44	N410/45	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	45	N410/46	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	46	N410/47	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	47	N410/48	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	48	N410/49	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	49	N410/50	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	50	N410/51	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	51	N410/52	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	52	N410/53	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	53	N410/54	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	54	N410/55	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	55	N410/56	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	56	N410/57	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	57	N410/58	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	58	N410/59	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	59	N410/60	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	60	N410/61	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	61	N410/62	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	62	N410/63	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	63	N410/64	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	64	N410/65	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	65	N410/66	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	66	N410/67	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	67	N410/68	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	68	N410/69	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	69	N410/70	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	70	N410/71	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	71	N410/72	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	72	N410/73	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	73	N410/74	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	74	N410/75	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	75	N410/76	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	76	N410/77	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	77	N410/78	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	78	N410/79	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	79	N410/80	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	80	N410/81	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	81	N410/82	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	82	N410/83	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	83	N410/84	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	84	N410/85	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	85	N410/86	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	86	N410/87	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	87	N410/88	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	88	N410/89	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	89	N410/90	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	90	N410/91	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	91	N410/92	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	92	N410/93	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	93	N410/94	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	94	N410/95	08/01/14	CO/HC	Kv3.2											
Parent	5	24	9	95	N410/96	08/01/14	CO/HC	Kv3.2											
Subclone	5	24	9	96	N408/62.3	08/01/14	CD	NPAS4 Subclone											
Subclone	5	24	9	97	N408/62.3	08/01/14	CD	NPAS4 Subclone											
Empty	5	24	9	98															
Empty	5	24	9	99															
Empty	5	24	9	100															
Empty	5	24	10	1															
Empty	5	24	10	2															
Empty	5	24	10	3															
Empty	5	24	10	4															
Empty	5	24	10	5															
Empty	5	24	10	6															
Empty	5	24	10	7															
Empty	5	24	10	8															
Empty	5	24	10	9															
Empty	5	24	10	10															
Empty	5	24	10	11															
Empty	5	24	10	12															
Empty	5	24	10	13															
Empty	5	24	10	14															
Empty	5	24	10	15															
Empty	5	24	10	16															
Empty	5	24	10	17															
Empty	5	24	10	18															
Empty	5	24	10	19															
Empty	5	24	10	20															
Empty	5	24	10	21															
Empty	5	24	10	22															
Empty	5	24	10	23															
Empty	5	24	10	24															
Empty	5	24	10	25															
Empty	5	24	10	26															
Empty	5	24	10	27															
Empty	5	24	10	28															
Empty	5	24	10	29															
Empty	5	24	10	30															
Empty	5	24	10	31															
Empty	5	24	10	32															
Empty	5	24	10	33															
Empty	5	24	10	34															
Empty	5	24	10	35															
Empty	5	24	10	36															
Empty	5	24	10	37															
Empty	5	24	10	38															
Empty	5	24	10	39															
Empty	5	24	10	40															
Empty	5	24	10	41															
Empty	5	24	10	42															
Empty	5	24	10	43															
Empty	5	24	10	44															
Empty	5	24	10	45															
Empty	5	24	10	46															
Empty	5	24	10	47															
Empty	5	24	10	48															
Empty	5	24	10	49															
Empty	5	24	10	50															
Empty	5	24	10	51															
Empty	5	24	10	52															
Empty	5	24	10	53															
Empty	5	24	10	54															
Empty	5	24	10	55															
Empty	5	24	10	56															
Empty	5	24	10	57															
Empty	5	24	10	58															
Empty	5	24	10	59															
Empty	5	24	10	60															
Empty	5	24	10	61															
Empty	5	24	10	62															
Empty	5	24	10	63															
Empty	5	24	10	64															
Empty	5	24	10	65															
Empty	5	24	10	66															
Empty	5	24	10	67															
Empty	5	24	10	68															
Empty	5	24	10	69															
Empty	5	24	10	70															
Empty	5	24	10	71															
Empty	5	24	10	72															
Empty	5	24	10	73															
Empty	5	24	10	74															
Empty	5	24	10	75															
Empty	5	24	10	76															
Empty	5	24	10	77															
Empty	5	24	10	78															
Empty	5	24	10	79															
Empty	5	24	10	80															
Empty	5	24	10	81															
Empty	5	24	10	82															
Empty	5	24	10	83															
Empty	5	24	10	84															
Empty	5	24	10	85															
Empty	5	24	10	86															
Empty	5	24	10	87															
Empty	5	24	10	88															
Empty	5	24	10	89															
Empty	5	24	10	90															
Empty	5	24	10	91															
Empty	5	24	10	92															
Empty	5	24	10	93															
Empty	5	24	10	94															
Empty	5	24	10	95															
Empty	5	24	10	96															
Empty	5	24	10	97															
Empty	5	24	10	98															
Empty	5	24	10	99															
Subclone	5	24	10	100	N408/62.4	08/01/14	CD	NPAS4 Subclone											
Subclone	5	24	11	1	N408/62.4	08/01/14	CD	NPAS4 Subclone											
Parent	5	24	11	2	N443/01	06/26/15	HC/DR	ANO9											
Parent	5	24	11	3	N443/02	06/26/15	HC/DR	ANO9											
Parent	5	24	11	4	N443/03	06/26/15	HC/DR	ANO9											
Parent	5	24	11	5	N443/04	06/26/15	HC/DR	ANO9											
Parent	5	24	11	6	N443/05	06/26/15	HC/DR	ANO9											
Parent	5	24	11	7	N443/06	06/26/15	HC/DR	ANO9											
Parent	5	24	11	8	N443/07	06/26/15	HC/DR	ANO9											
Parent	5	24	11	9	N443/08	06/26/15	HC/DR	ANO9											
Parent	5	24	11	10	N443/09	06/26/15	HC/DR	ANO9											
Parent	5	24	11	11	N443/10	06/26/15	HC/DR	ANO9											
Parent	5	24	11	12	N443/11	06/26/15	HC/DR	ANO9											
Parent	5	24	11	13	N443/12	06/26/15	HC/DR	ANO9											
Parent	5	24	11	14	N443/13	06/26/15	HC/DR	ANO9											
Parent	5	24	11	15	N443/14	06/26/15	HC/DR	ANO9											
Parent	5	24	11	16	N443/15	06/26/15	HC/DR	ANO9											
Parent	5	24	11	17	N443/16	06/26/15	HC/DR	ANO9											
Parent	5	24	11	18	N443/17	06/26/15	HC/DR	ANO9											
Parent	5	24	11	19	N443/18	06/26/15	HC/DR	ANO9											
Parent	5	24	11	20	N443/19	06/26/15	HC/DR	ANO9											
Parent	5	24	11	21	N443/20	06/26/15	HC/DR	ANO9											
Parent	5	24	11	22	N443/21	06/26/15	HC/DR	ANO9											
Parent	5	24	11	23	N443/22	06/26/15	HC/DR	ANO9											
Parent	5	24	11	24	N443/23	06/26/15	HC/DR	ANO9											
Parent	5	24	11	25	N443/24	06/26/15	HC/DR	ANO9											
Parent	5	24	11	26	N443/25	06/26/15	HC/DR	ANO9											
Parent	5	24	11	27	N443/26	06/26/15	HC/DR	ANO9											
Parent	5	24	11	28	N443/27	06/26/15	HC/DR	ANO9											
Parent	5	24	11	29	N443/28	06/26/15	HC/DR	ANO9											
Parent	5	24	11	30	N443/29	06/26/15	HC/DR	ANO9											
Parent	5	24	11	31	N443/30	06/26/15	HC/DR	ANO9											
Parent	5	24	11	32	N443/31	06/26/15	HC/DR	ANO9											
Parent	5	24	11	33	N443/32	06/26/15	HC/DR	ANO9											
Parent	5	24	11	34	N443/33	06/26/15	HC/DR	ANO9											
Parent	5	24	11	35	N443/34	06/26/15	HC/DR	ANO9											
Parent	5	24	11	36	N443/35	06/26/15	HC/DR	ANO9											
Parent	5	24	11	37	N443/36	06/26/15	HC/DR	ANO9											
Parent	5	24	11	38	N443/37	06/26/15	HC/DR	ANO9											
Parent	5	24	11	39	N443/38	06/26/15	HC/DR	ANO9											
Parent	5	24	11	40	N443/39	06/26/15	HC/DR	ANO9											
Parent	5	24	11	41	N443/40	06/26/15	HC/DR	ANO9											
Parent	5	24	11	42	N443/41	06/26/15	HC/DR	ANO9											
Parent	5	24	11	43	N443/42	06/26/15	HC/DR	ANO9											
Parent	5	24	11	44	N443/43	06/26/15	HC/DR	ANO9											
Parent	5	24	11	45	N443/44	06/26/15	HC/DR	ANO9											
Parent	5	24	11	46	N443/45	06/26/15	HC/DR	ANO9											
Parent	5	24	11	47	N443/46	06/26/15	HC/DR	ANO9											
Parent	5	24	11	48	N443/47	06/26/15	HC/DR	ANO9											
Parent	5	24	11	49	N443/48	06/26/15	HC/DR	ANO9											
Parent	5	24	11	50	N443/49	06/26/15	HC/DR	ANO9											
Parent	5	24	11	51	N443/50	06/26/15	HC/DR	ANO9											
Parent	5	24	11	52	N443/51	06/26/15	HC/DR	ANO9											
Parent	5	24	11	53	N443/52	06/26/15	HC/DR	ANO9											
Parent	5	24	11	54	N443/53	06/26/15	HC/DR	ANO9											
Parent	5	24	11	55	N443/54	06/26/15	HC/DR	ANO9											
Parent	5	24	11	56	N443/55	06/26/15	HC/DR	ANO9											
Parent	5	24	11	57	N443/56	06/26/15	HC/DR	ANO9											
Parent	5	24	11	58	N443/57	06/26/15	HC/DR	ANO9											
Parent	5	24	11	59	N443/58	06/26/15	HC/DR	ANO9											
Parent	5	24	11	60	N443/59	06/26/15	HC/DR	ANO9											
Parent	5	24	11	61	N443/60	06/26/15	HC/DR	ANO9											
Parent	5	24	11	62	N443/61	06/26/15	HC/DR	ANO9											
Parent	5	24	11	63	N443/62	06/26/15	HC/DR	ANO9											
Parent	5	24	11	64	N443/63	06/26/15	HC/DR	ANO9											
Parent	5	24	11	65	N443/64	06/26/15	HC/DR	ANO9											
Parent	5	24	11	66	N443/65	06/26/15	HC/DR	ANO9											
Parent	5	24	11	67	N443/66	06/26/15	HC/DR	ANO9											
Parent	5	24	11	68	N443/67	06/26/15	HC/DR	ANO9											
Parent	5	24	11	69	N443/68	06/26/15	HC/DR	ANO9											
Parent	5	24	11	70	N443/69	06/26/15	HC/DR	ANO9											
Parent	5	24	11	71	N443/70	06/26/15	HC/DR	ANO9											
Parent	5	24	11	72	N443/71	06/26/15	HC/DR	ANO9											
Parent	5	24	11	73	N443/72	06/26/15	HC/DR	ANO9											
Parent	5	24	11	74	N443/73	06/26/15	HC/DR	ANO9											
Parent	5	24	11	75	N443/74	06/26/15	HC/DR	ANO9											
Parent	5	24	11	76	N443/75	06/26/15	HC/DR	ANO9											
Parent	5	24	11	77	N443/76	06/26/15	HC/DR	ANO9											
Parent	5	24	11	78	N443/77	06/26/15	HC/DR	ANO9											
Parent	5	24	11	79	N443/78	06/26/15	HC/DR	ANO9											
Parent	5	24	11	80	N443/79	06/26/15	HC/DR	ANO9											
Parent	5	24	11	81	N443/80	06/26/15	HC/DR	ANO9											
Parent	5	24	11	82	N443/81	06/26/15	HC/DR	ANO9											
Parent	5	24	11	83	N443/82	06/26/15	HC/DR	ANO9											
Parent	5	24	11	84	N443/83	06/26/15	HC/DR	ANO9											
Parent	5	24	11	85	N443/84	06/26/15	HC/DR	ANO9											
Parent	5	24	11	86	N443/85	06/26/15	HC/DR	ANO9											
Parent	5	24	11	87	N443/86	06/26/15	HC/DR	ANO9											
Parent	5	24	11	88	N443/87	06/26/15	HC/DR	ANO9											
Parent	5	24	11	89	N443/88	06/26/15	HC/DR	ANO9											
Parent	5	24	11	90	N443/89	06/26/15	HC/DR	ANO9											
Parent	5	24	11	91	N443/90	06/26/15	HC/DR	ANO9											
Parent	5	24	11	92	N443/91	06/26/15	HC/DR	ANO9											
Parent	5	24	11	93	N443/92	06/26/15	HC/DR	ANO9											
Parent	5	24	11	94	N443/93	06/26/15	HC/DR	ANO9											
Parent	5	24	11	95	N443/94	06/26/15	HC/DR	ANO9											
Parent	5	24	11	96	N443/95	06/26/15	HC/DR	ANO9											
Parent	5	24	11	97	N443/96	06/26/15	HC/DR	ANO9											
Empty	5	24	11	98															
Empty	5	24	11	99															
Parent	5	24	11	100	N350/043	04/07/12	IG	dIP3R											
Parent	5	24	12	1	N350/044	04/07/12	IG	dIP3R											
Parent	5	24	12	2	N350/045	04/07/12	IG	dIP3R											
Parent	5	24	12	3	N350/046	04/07/12	IG	dIP3R											
Parent	5	24	12	4	N350/047	04/07/12	IG	dIP3R											
Parent	5	24	12	5	N350/048	04/07/12	IG	dIP3R											
Parent	5	24	12	6	N350/049	04/07/12	IG	dIP3R											
Parent	5	24	12	7	N350/050	04/07/12	IG	dIP3R											
Parent	5	24	12	8	N350/051	04/07/12	IG	dIP3R											
Parent	5	24	12	9	N350/052	04/07/12	IG	dIP3R											
Parent	5	24	12	10	N350/053	04/07/12	IG	dIP3R											
Parent	5	24	12	11	N350/054	04/07/12	IG	dIP3R											
Parent	5	24	12	12	N350/055	04/07/12	IG	dIP3R											
Parent	5	24	12	13	N350/056	04/07/12	IG	dIP3R											
Parent	5	24	12	14	N350/057	04/07/12	IG	dIP3R											
Parent	5	24	12	15	N350/058	04/07/12	IG	dIP3R											
Parent	5	24	12	16	N350/059	04/07/12	IG	dIP3R											
Parent	5	24	12	17	N350/060	04/07/12	IG	dIP3R											
Parent	5	24	12	18	N350/061	04/07/12	IG	dIP3R											
Parent	5	24	12	19	N350/062	04/07/12	IG	dIP3R											
Parent	5	24	12	20	N350/063	04/07/12	IG	dIP3R											
Parent	5	24	12	21	N350/064	04/07/12	IG	dIP3R											
Parent	5	24	12	22	N350/065	04/07/12	IG	dIP3R											
Parent	5	24	12	23	N350/066	04/07/12	IG	dIP3R											
Parent	5	24	12	24	N350/067	04/07/12	IG	dIP3R											
Parent	5	24	12	25	N350/068	04/07/12	IG	dIP3R											
Parent	5	24	12	26	N350/069	04/07/12	IG	dIP3R											
Parent	5	24	12	27	N350/070	04/07/12	IG	dIP3R											
Parent	5	24	12	28	N350/071	04/07/12	IG	dIP3R											
Parent	5	24	12	29	N350/072	04/07/12	IG	dIP3R											
Parent	5	24	12	30	N350/073	04/07/12	IG	dIP3R											
Parent	5	24	12	31	N350/074	04/07/12	IG	dIP3R											
Parent	5	24	12	32	N350/075	04/07/12	IG	dIP3R											
Parent	5	24	12	33	N350/076	04/07/12	IG	dIP3R											
Parent	5	24	12	34	N350/077	04/07/12	IG	dIP3R											
Parent	5	24	12	35	N350/078	04/07/12	IG	dIP3R											
Parent	5	24	12	36	N350/079	04/07/12	IG	dIP3R											
Parent	5	24	12	37	N350/080	04/07/12	IG	dIP3R											
Parent	5	24	12	38	N350/081	04/07/12	IG	dIP3R											
Parent	5	24	12	39	N350/082	04/07/12	IG	dIP3R											
Parent	5	24	12	40	N350/083	04/07/12	IG	dIP3R											
Parent	5	24	12	41	N350/084	04/07/12	IG	dIP3R											
Parent	5	24	12	42	N350/085	04/07/12	IG	dIP3R											
Parent	5	24	12	43	N350/086	04/07/12	IG	dIP3R											
Parent	5	24	12	44	N350/087	04/07/12	IG	dIP3R											
Parent	5	24	12	45	N350/088	04/07/12	IG	dIP3R											
Parent	5	24	12	46	N350/089	04/07/12	IG	dIP3R											
Parent	5	24	12	47	N350/090	04/07/12	IG	dIP3R											
Parent	5	24	12	48	N350/091	04/07/12	IG	dIP3R											
Parent	5	24	12	49	N350/092	04/07/12	IG	dIP3R											
Parent	5	24	12	50	N350/093	04/07/12	IG	dIP3R											
Parent	5	24	12	51	N350/094	04/07/12	IG	dIP3R											
Parent	5	24	12	52	N350/095	04/07/12	IG	dIP3R											
Parent	5	24	12	53	N350/096	04/07/12	IG	dIP3R											
Parent	5	24	12	54	???														
Empty	5	24	12	55															
Empty	5	24	12	56															
Empty	5	24	12	57															
Empty	5	24	12	58															
Empty	5	24	12	59															
Empty	5	24	12	60															
Empty	5	24	12	61															
Empty	5	24	12	62															
Empty	5	24	12	63															
Empty	5	24	12	64															
Empty	5	24	12	65															
Empty	5	24	12	66															
Empty	5	24	12	67															
Subclone	5	24	12	68	N291B/51.1	04/09/12	IG/CD	Trip8b 1A5 											
Subclone	5	24	12	69	N291B/51.2	04/09/12	IG/CD	Trip8b 1A5 											
Subclone	5	24	12	70	N291B/51.2	04/09/12	IG/CD	Trip8b 1A5 											
Subclone	5	24	12	71	N291B/51.3	04/09/12	IG/CD	Trip8b 1A5 											
Subclone	5	24	12	72	N291B/51.3	04/09/12	IG/CD	Trip8b 1A5 											
Subclone	5	24	12	73	N291B/51.4	04/09/12	IG/CD	Trip8b 1A5 											
Subclone	5	24	12	74	N291B/51.4	04/09/12	IG/CD	Trip8b 1A5 											
Subclone	5	24	12	75	N291B/51.5	04/09/12	IG/CD	Trip8b 1A5 											
Subclone	5	24	12	76	N291B/51.5	04/09/12	IG/CD	Trip8b 1A5 											
Subclone	5	24	12	77	N291B/51.5	04/09/12	IG/CD	Trip8b 1A5 											
Parent	5	24	12	78	N351/043	04/20/12	IG	Versican											
Parent	5	24	12	79	N351/043	04/20/12	IG	Versican		2									
Parent	5	24	12	80	N351/046	04/20/12	IG	Versican		2									
Parent	5	24	12	81	N351/046	04/20/12	IG	Versican		2									
Parent	5	24	12	82	N351/048	04/20/12	IG	Versican		2									
Parent	5	24	12	83	N351/048	04/20/12	IG	Versican		2									
Parent	5	24	12	84	N351/050	04/20/12	IG	Versican		2									
Parent	5	24	12	85	N351/050	04/20/12	IG	Versican		2									
Parent	5	24	12	86	N351/062	04/20/12	IG	Versican		2									
Parent	5	24	12	87	N351/062	04/20/12	IG	Versican		2									
Parent	5	24	12	88	N351/063	04/20/12	IG	Versican		2									
Parent	5	24	12	89	N351/063	04/20/12	IG	Versican		2									
Empty	5	24	12	90						2									
Subclone	5	24	12	91	N354/43.1	05/25/12	ADM	5-CArboxycytidine final 											
Subclone	5	24	12	92	N354/43.1	05/25/12	ADM	5-CArboxycytidine final 											
Subclone	5	24	12	93	N354/43.1	05/25/12	ADM	5-CArboxycytidine final 											
Subclone	5	24	12	94	N354/93.3	05/25/12	ADM	5-CArboxycytidine final 											
Subclone	5	24	12	95	N354/93.3	05/25/12	ADM	5-CArboxycytidine final 											
Parent	5	24	12	96	N350/17	04/07/12	IG	dIP3R											
Parent	5	24	12	97	N350/17	04/07/12	IG	dIP3R											
Subclone	5	24	12	98	N366/12.1.2	09/11/12	CD	Kir6.1 s											
Empty	5	24	12	99															
Empty	5	24	12	100															
Empty	6	1	1	1															
Empty	6	1	1	2															
Empty	6	1	1	3															
Empty	6	1	1	4															
Empty	6	1	1	5															
Empty	6	1	1	6															
Empty	6	1	1	7															
Empty	6	1	1	8															
Empty	6	1	1	9															
Empty	6	1	1	10															
Empty	6	1	1	11															
Empty	6	1	1	12															
Empty	6	1	1	13															
Empty	6	1	1	14															
Empty	6	1	1	15															
Empty	6	1	1	16															
Empty	6	1	1	17															
Empty	6	1	1	18															
Empty	6	1	1	19															
Empty	6	1	1	20															
Empty	6	1	1	21															
Empty	6	1	1	22															
Empty	6	1	1	23															
Empty	6	1	1	24															
Empty	6	1	1	25															
Empty	6	1	1	26															
Empty	6	1	1	27															
Empty	6	1	1	28															
Empty	6	1	1	29															
Empty	6	1	1	30															
Empty	6	1	1	31															
Empty	6	1	1	32															
Empty	6	1	1	33															
Empty	6	1	1	34															
Empty	6	1	1	35															
Empty	6	1	1	36															
Empty	6	1	1	37															
Empty	6	1	1	38															
Empty	6	1	1	39															
Empty	6	1	1	40															
Empty	6	1	1	41															
Empty	6	1	1	42															
Empty	6	1	1	43															
Empty	6	1	1	44															
Empty	6	1	1	45															
Empty	6	1	1	46															
Empty	6	1	1	47															
Empty	6	1	1	48															
Empty	6	1	1	49															
Empty	6	1	1	50															
Empty	6	1	1	51															
Empty	6	1	1	52															
Empty	6	1	1	53															
Empty	6	1	1	54															
Empty	6	1	1	55															
