sample_name	trimmer_id	PlateName	Category	ShowOnWeb	ProteinTarget	ChangeDate	ChangeReason
P20_C9	L48A/31.5	plate20	3	T	Cav1.3 Ca2+ channel	20200605	
P20_D1	L57/9.4	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_D10	L57/46.4	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_D11	L57/46.5	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_D12	L57/47.1	plate20	2	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_D2	L57/9.5	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_D3	L57/23.1	plate20	2	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_D4	L57/23.2	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_D5	L57/23.3	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_D6	L57/23.4	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_D7	L57/23.5	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_D8	L57/46.2	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_D9	L57/46.3	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_E1	L57/47.2	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_E10	N387/39.1	plate20	2	T	Cav1.2 Ca2+ channel	20200605	
P20_E11	N387/39.2	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_E12	N387/39.3	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_E2	L57/47.3	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_E3	L57/47.4	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_E4	L57/47.5	plate20	3	T	Cav1.2/1.3 Ca2+ channel	20200605	
P20_E5	L86/33.1.1	plate20	3	T	AMIGO-1	20200605	
P20_E6	L86/33.1.3	plate20	3	T	AMIGO-1	20200605	
P20_E7	N387/1.1	plate20	2	T	Cav1.2 Ca2+ channel	20200605	
P20_E8	N387/20.1	plate20	2	T	Cav1.2 Ca2+ channel	20200605	
P20_E9	N387/20.2	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_F1	N387/39.4	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_F10	N387/20.3	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_F11	N387/39.9	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_F12	K65/31.1	plate20	2	T	CASPR/Neurexin IV	20200605	
P20_F2	N387/39.6	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_F3	N387/39.7	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_F4	N387/39.11	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_F5	N387/1.2	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_F6	N387/39.5	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_F7	N387/39.8	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_F8	N387/39.10	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_F9	N387/20.4	plate20	3	T	Cav1.2 Ca2+ channel	20200605	
P20_G1	K65/31.2	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_G10	K65A/30.4	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_G11	K65A/30.5	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_G12	K65A/43.2	plate20	2	T	CASPR/Neurexin IV	20200605	
P20_G2	K65/31.3	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_G3	K65/31.4	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_G4	K65/31.5	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_G5	K65/36.6	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_G6	K65/36.7	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_G7	K65A/30.1	plate20	2	T	CASPR/Neurexin IV	20200605	
P20_G8	K65A/30.2	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_G9	K65A/30.3	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_H1	K65A/43.3	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_H10	N178A/36.3	plate20	3	T	Cav3.1 Ca2+ channel	20200605	
P20_H11	negativecontrol	plate20		F		20200605	
P20_H12	negativecontrol	plate20		F		20200605	
P20_H2	K65A/43.4	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_H3	K65A/43.5	plate20	3	T	CASPR/Neurexin IV	20200605	
P20_H4	K65A/41.1	plate20	2	T	CASPR/Neurexin IV	20200605	
P20_H5	N178A/9.2	plate20	3	T	Cav3.1 Ca2+ channel	20200605	
P20_H6	N178A/9.3	plate20	3	T	Cav3.1 Ca2+ channel	20200605	
P20_H7	N178A/22.1	plate20	2	T	Cav3.1 Ca2+ channel	20200605	
P20_H8	N178A/22.2	plate20	3	T	Cav3.1 Ca2+ channel	20200605	
P20_H9	N178A/36.2	plate20	2	T	Cav3.1 Ca2+ channel	20200605	
P21_A1	positivecontrol1_N91/27.1	plate21		F		20200605	
P21_A10	K65/11.5	plate21	3	T	CASPR/Neurexin IV	20200605	
P21_A11	K67/11.1	plate21	2	T	CASPR2	20200605	
P21_A12	K67/11.2	plate21	3	T	CASPR2	20200605	
P21_A2	K73/20.6	plate21	3	T	Contactin/F3	20200605	
P21_A3	K73/20.7	plate21	3	T	Contactin/F3	20200605	
P21_A4	K73/20.8	plate21	3	T	Contactin/F3	20200605	
P21_A5	K73/20.9	plate21	3	T	Contactin/F3	20200605	
P21_A6	K65/11.1	plate21	2	T	CASPR/Neurexin IV	20200605	
P21_A7	K65/11.2	plate21	3	T	CASPR/Neurexin IV	20200605	
P21_A8	K65/11.3	plate21	3	T	CASPR/Neurexin IV	20200605	
P21_A9	K65/11.4	plate21	3	T	CASPR/Neurexin IV	20200605	
P21_B1	K67/11.3	plate21	3	T	CASPR2	20200605	
P21_B10	N406/47.6.4	plate21	3	T	Clcn5	20200605	
P21_B11	N406/47.6.5	plate21	3	T	Clcn5	20200605	
P21_B12	N406/47.2	plate21	3	T	Clcn5	20200605	
P21_B2	K67/11.4	plate21	3	T	CASPR2	20200605	
P21_B3	K67/11.5	plate21	3	T	CASPR2	20200605	
P21_B4	K73/20.2	plate21	3	T	Contactin/F3	20200605	
P21_B5	K73/20.3	plate21	3	T	Contactin/F3	20200605	
P21_B6	K73/20.4	plate21	3	T	Contactin/F3	20200605	
P21_B7	K73/20.1	plate21	3	T	Contactin/F3	20200605	
P21_B8	N406/47.6.2	plate21	3	T	Clcn5	20200605	
P21_B9	N406/47.6.3	plate21	3	T	Clcn5	20200605	
P21_C1	N406/47.3	plate21	3	T	Clcn5	20200605	
P21_C10	N420/26.3	plate21	3	T	EAAC1	20200605	
P21_C11	N420/26.6	plate21	3	T	EAAC1	20200605	
P21_C12	N420/26.7	plate21	3	T	EAAC1	20200605	
P21_C2	N406/47.4	plate21	3	T	Clcn5	20200605	
P21_C3	N406/48.1	plate21	2	T	Clcn5	20200605	
P21_C4	N406/48.2	plate21	3	T	Clcn5	20200605	
P21_C5	N406/47.1	plate21	3	T	Clcn5	20200605	
P21_C6	N406/47.5	plate21	3	T	Clcn5	20200605	
P21_C7	N420/26.1	plate21	2	T	EAAC1	20200605	
P21_C8	N420/26.2	plate21	3	T	EAAC1	20200605	
P21_C9	positivecontrol2	plate21		F		20200605	
P21_D1	N420/26.8	plate21	3	T	EAAC1	20200605	
P21_D10	N420/64.8	plate21	3	T	EAAC1	20200605	
P21_D11	N420/24.1	plate21	3	T	EAAC1	20200605	
P21_D12	N420/24.2	plate21	3	T	EAAC1	20200605	
P21_D2	N420/40.1	plate21	2	T	EAAC1	20200605	
P21_D3	N420/40.2	plate21	3	T	EAAC1	20200605	
P21_D4	N420/40.3	plate21	3	T	EAAC1	20200605	
P21_D5	N420/64.3	plate21	2	T	EAAC1	20200605	
P21_D6	N420/64.4	plate21	3	T	EAAC1	20200605	
P21_D7	N420/64.5	plate21	3	T	EAAC1	20200605	
P21_D8	N420/64.6	plate21	3	T	EAAC1	20200605	
P21_D9	N420/64.7	plate21	3	T	EAAC1	20200605	
P21_E1	N420/24.3	plate21	3	T	EAAC1	20200605	
P21_E10	N420/26.4	plate21	3	T	EAAC1	20200605	
P21_E11	N420/26.5	plate21	3	T	EAAC1	20200605	
P21_E12	N420/26.9	plate21	3	T	EAAC1	20200605	
P21_E2	N420/24.4	plate21	3	T	EAAC1	20200605	
P21_E3	N420/24.5	plate21	3	T	EAAC1	20200605	
P21_E4	N420/24.6	plate21	3	T	EAAC1	20200605	
P21_E5	N420/24.7	plate21	3	T	EAAC1	20200605	
P21_E6	N420/24.8	plate21	3	T	EAAC1	20200605	
P21_E7	N420/24.9	plate21	3	T	EAAC1	20200605	
P21_E8	N420/24.10	plate21	3	T	EAAC1	20200605	
P21_E9	N406/47.6	plate21	3	T	Clcn5	20200605	
P21_F1	N38/8.1	plate21	3	T	Cav1.3 Ca2+ channel	20200605	
P21_F10	N55/41.2	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_F11	N55/41.3	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_F12	N55/41.4	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_F2	N38/8.3	plate21	3	T	Cav1.3 Ca2+ channel	20200605	
P21_F3	N38/8.2	plate21	3	T	Cav1.3 Ca2+ channel	20200605	
P21_F4	N38/8.5	plate21	3	T	Cav1.3 Ca2+ channel	20200605	
P21_F5	N55/10.2	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_F6	N55/10.3	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_F7	N55/10.4	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_F8	N55/10.5	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_F9	N55/41.1	plate21	2	T	Cav3.2 Ca2+ channel	20200605	
P21_G1	N55/41.5	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_G10	N55/28.2	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_G11	N55/28.3	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_G12	N55/28.4	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_G2	N55/25.1	plate21	2	T	Cav3.2 Ca2+ channel	20200605	
P21_G3	N55/25.2	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_G4	N55/25.3	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_G5	N55/25.4	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_G6	N55/25.7	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_G7	N55/25.8	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_G8	N55/25.5	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_G9	N55/28.1	plate21	2	T	Cav3.2 Ca2+ channel	20200605	
P21_H1	N55/28.5	plate21	3	T	Cav3.2 Ca2+ channel	20200605	
P21_H10	N55/14.1	plate21	2	T	Cav3.2 Ca2+ channel	20200605	
P21_H11	negativecontrol	plate21		F		20200605	
P21_H12	negativecontrol	plate21		F		20200605	
P21_H2	N420/24.10.2	plate21	3	T	EAAC1	20200605	
P21_H3	N420/24.10.3	plate21	3	T	EAAC1	20200605	
P21_H4	N420/24.10.4	plate21	3	T	EAAC1	20200605	
P21_H5	N420/24.10.5	plate21	3	T	EAAC1	20200605	
P21_H6	N420/24.10.6	plate21	3	T	EAAC1	20200605	
P21_H7	N38/34.2	plate21	2	T	Cav1.3 Ca2+ channel	20200605	
P21_H8	N38/34.3	plate21	3	T	Cav1.3 Ca2+ channel	20200605	
P21_H9	N178/9.1	plate21	2	T	Cav3.1 Ca2+ channel	20200605	
P22_A1	positivecontrol1_N29/29	plate22		F		20200605	
P22_A10	L24/11.4	plate22	3	T	IP3 receptor, type 1	20200605	
P22_A11	L24/11.5	plate22	3	T	IP3 receptor, type 1	20200605	
P22_A12	L24/18.2	plate22	3	T	IP3 receptor, type 1	20200605	
P22_A2	L24/1.1	plate22	2	T	IP3 receptor, type 1	20200605	
P22_A3	L24/1.2	plate22	3	T	IP3 receptor, type 1	20200605	
P22_A4	L24/1.3	plate22	3	T	IP3 receptor, type 1	20200605	
P22_A5	L24/1.4	plate22	3	T	IP3 receptor, type 1	20200605	
P22_A6	L24/1.5	plate22	3	T	IP3 receptor, type 1	20200605	
P22_A7	L24/11.1	plate22	2	T	IP3 receptor, type 1	20200605	
P22_A8	L24/11.2	plate22	3	T	IP3 receptor, type 1	20200605	
P22_A9	L24/11.3	plate22	3	T	IP3 receptor, type 1	20200605	
P22_B1	L24/18.3	plate22	3	T	IP3 receptor, type 1	20200605	
P22_B10	K55/7.3	plate22	3	T	KChIP1 K+ channel	20200605	
P22_B11	K55/7.4	plate22	3	T	KChIP1 K+ channel	20200605	
P22_B12	K55/7.5	plate22	3	T	KChIP1 K+ channel	20200605	
P22_B2	L24/18.4	plate22	3	T	IP3 receptor, type 1	20200605	
P22_B3	L24/18.5	plate22	3	T	IP3 receptor, type 1	20200605	
P22_B4	L24/21.1	plate22	2	T	IP3 receptor, type 1	20200605	
P22_B5	L24/21.2	plate22	3	T	IP3 receptor, type 1	20200605	
P22_B6	L24/21.3	plate22	3	T	IP3 receptor, type 1	20200605	
P22_B7	L24/21.4	plate22	3	T	IP3 receptor, type 1	20200605	
P22_B8	L24/21.5	plate22	3	T	IP3 receptor, type 1	20200605	
P22_B9	K55/7.2	plate22	3	T	KChIP1 K+ channel	20200605	
P22_C1	K55/29.1	plate22	2	T	KChIP1 K+ channel	20200605	
P22_C10	positivecontrol2	plate22		F		20200605	
P22_C11	K55/59.5	plate22	3	T	KChIP1 K+ channel	20200605	
P22_C12	K55/82.2	plate22	3	T	Pan-KChIP K+ channel	20200605	
P22_C2	K55/29.2	plate22	3	T	KChIP1 K+ channel	20200605	
P22_C3	K55/29.3	plate22	3	T	KChIP1 K+ channel	20200605	
P22_C4	K55/29.4	plate22	3	T	KChIP1 K+ channel	20200605	
P22_C5	K55/29.5	plate22	3	T	KChIP1 K+ channel	20200605	
P22_C6	K55/59.1	plate22	2	T	KChIP1 K+ channel	20200605	
P22_C7	K55/59.2	plate22	3	T	KChIP1 K+ channel	20200605	
P22_C8	K55/59.3	plate22	3	T	KChIP1 K+ channel	20200605	
P22_C9	K55/59.4	plate22	3	T	KChIP1 K+ channel	20200605	
P22_D1	K55/82.3	plate22	3	T	Pan-KChIP K+ channel	20200605	
P22_D10	L24/20.2	plate22	3	T	IP3 receptor, type 1	20200605	
P22_D11	L24/20.3	plate22	3	T	IP3 receptor, type 1	20200605	
P22_D12	L24/20.4	plate22	3	T	IP3 receptor, type 1	20200605	
P22_D2	K55/82.4	plate22	3	T	Pan-KChIP K+ channel	20200605	
P22_D3	K55/82.5	plate22	3	T	Pan-KChIP K+ channel	20200605	
P22_D4	L24/24.1	plate22	2	T	IP3 receptor, type 1	20200605	
P22_D5	L24/24.2	plate22	3	T	IP3 receptor, type 1	20200605	
P22_D6	L24/24.3	plate22	3	T	IP3 receptor, type 1	20200605	
P22_D7	L24/24.4	plate22	3	T	IP3 receptor, type 1	20200605	
P22_D8	L24/24.5	plate22	3	T	IP3 receptor, type 1	20200605	
P22_D9	L24/20.1	plate22	2	T	IP3 receptor, type 1	20200605	
P22_E1	L24/20.5	plate22	3	T	IP3 receptor, type 1	20200605	
P22_E10	L24/19.4	plate22	3	T	IP3 receptor, type 1	20200605	
P22_E11	L24/19.5	plate22	3	T	IP3 receptor, type 1	20200605	
P22_E12	N424/83.2	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_E2	K55/9.1	plate22	2	T	KChIP1 K+ channel	20200605	
P22_E3	K55/9.2	plate22	3	T	KChIP1 K+ channel	20200605	
P22_E4	K55/9.3	plate22	3	T	KChIP1 K+ channel	20200605	
P22_E5	K55/9.4	plate22	3	T	KChIP1 K+ channel	20200605	
P22_E6	K55/9.5	plate22	3	T	KChIP1 K+ channel	20200605	
P22_E7	L24/19.1	plate22	2	T	IP3 receptor, type 1	20200605	
P22_E8	L24/19.2	plate22	3	T	IP3 receptor, type 1	20200605	
P22_E9	L24/19.3	plate22	3	T	IP3 receptor, type 1	20200605	
P22_F1	N424/83.4	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_F10	N424/45.1	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_F11	N424/48.1.1	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_F12	N424/48.1.3	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_F2	N424/48.1	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_F3	N424/48.2	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_F4	N424/48.3	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_F5	N424/48.4	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_F6	N424/48.5	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_F7	N424/62.1	plate22	2	T	Glycine receptor Alpha3	20200605	
P22_F8	N424/62.3	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_F9	N424/83.1	plate22	2	T	Glycine receptor Alpha3	20200605	
P22_G1	N424/48.1.4	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_G10	N206B/9.5	plate22	3	T	GFAP	20200605	
P22_G11	N424/45.1.2	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_G12	N424/45.1.3	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_G2	N424/48.1.5	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_G3	N424/62.1.1	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_G4	N424/62.1.2	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_G5	N424/62.1.3	plate22	3	T	Glycine receptor Alpha3	20200605	
P22_G6	N206B/9.1	plate22	3	T	GFAP	20200605	
P22_G7	N206B/9.2	plate22	3	T	GFAP	20200605	
P22_G8	N206B/9.3	plate22	3	T	GFAP	20200605	
P22_G9	N206B/9.4	plate22	3	T	GFAP	20200605	
P22_H1	N71/37.2	plate22	3	T	HCN2	20200605	
P22_H10	N420/64.6.1	plate22	3	T	EAAC1	20200605	
P22_H11	negativecontrol	plate22		F		20200605	
P22_H12	negativecontrol	plate22		F		20200605	
P22_H2	N71/37.3	plate22	3	T	HCN2	20200605	
P22_H3	N71/37.4	plate22	3	T	HCN2	20200605	
P22_H4	N71/37.5	plate22	3	T	HCN2	20200605	
P22_H5	N71/17.1	plate22	2	T	HCN2	20200605	
P22_H6	N71/17.2	plate22	3	T	HCN2	20200605	
P22_H7	N71/17.3	plate22	3	T	HCN2	20200605	
P22_H8	N71/17.4	plate22	3	T	HCN2	20200605	
P22_H9	N71/17.5	plate22	3	T	HCN2	20200605	
P23_A1	positivecontrol1_N29/29	plate23		F		20200605	
P23_A10	K60/87.3	plate23	3	T	KChIP2b K+ channel	20200605	
P23_A11	K60/87.4	plate23	3	T	KChIP2b K+ channel	20200605	
P23_A12	K60/87.5	plate23	3	T	KChIP2b K+ channel	20200605	
P23_A2	K66/59.2	plate23	3	T	KChIP3 K+ channel	20200605	
P23_A3	K66/59.3	plate23	3	T	KChIP3 K+ channel	20200605	
P23_A4	K66/59.4	plate23	3	T	KChIP3 K+ channel	20200605	
P23_A5	K60/73.3	plate23	3	T	KChIP2b K+ channel	20200605	
P23_A6	K60/73.4	plate23	3	T	KChIP2b K+ channel	20200605	
P23_A7	K60/73.5	plate23	3	T	KChIP2b K+ channel	20200605	
P23_A8	K60/87.1	plate23	2	T	KChIP2b K+ channel	20200605	
P23_A9	K60/87.2	plate23	3	T	KChIP2b K+ channel	20200605	
P23_B1	K60/35.1	plate23	2	T	KChIP2b K+ channel	20200605	
P23_B10	K60/1.3	plate23	3	T	KChIP2b K+ channel	20200605	
P23_B11	K60/1.4	plate23	3	T	KChIP2b K+ channel	20200605	
P23_B12	K60/1.5	plate23	3	T	KChIP2b K+ channel	20200605	
P23_B2	K60/35.2	plate23	3	T	KChIP2b K+ channel	20200605	
P23_B3	K60/41.1.1	plate23	2	T	KChIP2b K+ channel	20200605	
P23_B4	K60/41.1.2	plate23	3	T	KChIP2b K+ channel	20200605	
P23_B5	K60/41.1.3	plate23	3	T	KChIP2b K+ channel	20200605	
P23_B6	K60/41.1.4	plate23	3	T	KChIP2b K+ channel	20200605	
P23_B7	K60/41.1.5	plate23	3	T	KChIP2b K+ channel	20200605	
P23_B8	K60/1.1	plate23	2	T	KChIP2b K+ channel	20200605	
P23_B9	K60/1.2	plate23	3	T	KChIP2b K+ channel	20200605	
P23_C1	K60/1.6	plate23	3	T	KChIP2b K+ channel	20200605	
P23_C10	K66/29.4	plate23	3	T	KChIP3 K+ channel	20200605	
P23_C11	positivecontrol2	plate23		F		20200605	
P23_C12	K66/29.5	plate23	3	T	KChIP3 K+ channel	20200605	
P23_C2	K66/27.1	plate23	2	T	KChIP3 K+ channel	20200605	
P23_C3	K66/27.2	plate23	3	T	KChIP3 K+ channel	20200605	
P23_C4	K66/27.3	plate23	3	T	KChIP3 K+ channel	20200605	
P23_C5	K66/27.4	plate23	3	T	KChIP3 K+ channel	20200605	
P23_C6	K66/27.5	plate23	3	T	KChIP3 K+ channel	20200605	
P23_C7	K66/29.1	plate23	2	T	KChIP3 K+ channel	20200605	
P23_C8	K66/29.2	plate23	3	T	KChIP3 K+ channel	20200605	
P23_C9	K66/29.3	plate23	3	T	KChIP3 K+ channel	20200605	
P23_D1	K66/38.2	plate23	3	T	KChIP3 K+ channel	20200605	
P23_D10	N112/16.1	plate23	2	T	Kir2.1 K+ channel	20200605	
P23_D11	N112/16.2	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_D12	N112/16.4	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_D2	K66/38.3	plate23	3	T	KChIP3 K+ channel	20200605	
P23_D3	K66/38.4	plate23	3	T	KChIP3 K+ channel	20200605	
P23_D4	K66/38.5	plate23	3	T	KChIP3 K+ channel	20200605	
P23_D5	K66/59.1	plate23	2	T	KChIP3 K+ channel	20200605	
P23_D6	K60/41.2	plate23	3	T	KChIP2b K+ channel	20200605	
P23_D7	K60/41.3	plate23	3	T	KChIP2b K+ channel	20200605	
P23_D8	K60/41.4	plate23	3	T	KChIP2b K+ channel	20200605	
P23_D9	K60/41.5	plate23	3	T	KChIP2b K+ channel	20200605	
P23_E1	N112/16.3	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_E10	N141/28.2	plate23	3	T	HCN3	20200605	
P23_E11	N141/21.3	plate23	3	T	HCN3	20200605	
P23_E12	N141/28.3	plate23	3	T	HCN3	20200605	
P23_E2	N112/16.5	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_E3	N141/16.2	plate23	3	T	HCN3	20200605	
P23_E4	N141/28.5	plate23	3	T	HCN3	20200605	
P23_E5	N141/28.4	plate23	3	T	HCN3	20200605	
P23_E6	N141/16.1	plate23	2	T	HCN3	20200605	
P23_E7	N141/16.4	plate23	3	T	HCN3	20200605	
P23_E8	N141/16.3	plate23	3	T	HCN3	20200605	
P23_E9	N141/21.2	plate23	3	T	HCN3	20200605	
P23_F1	N141/21.1	plate23	2	T	HCN3	20200605	
P23_F10	N112B/29.4	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_F11	N112B/29.5	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_F12	N112B/30.1	plate23	2	T	Kir2.1 K+ channel	20200605	
P23_F2	N141/16.5	plate23	3	T	HCN3	20200605	
P23_F3	N141/21.4	plate23	3	T	HCN3	20200605	
P23_F4	N112B/14.2	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_F5	N112B/14.3	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_F6	N112B/14.4	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_F7	N112B/14.5	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_F8	N112B/29.1	plate23	2	T	Kir2.1 K+ channel	20200605	
P23_F9	N112B/29.3	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_G1	N112B/30.3	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_G10	N114/6.3	plate23	3	T	HCN4	20200605	
P23_G11	N114/6.4	plate23	3	T	HCN4	20200605	
P23_G12	N114/6.5	plate23	3	T	HCN4	20200605	
P23_G2	N112B/30.4	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_G3	N112B/30.5	plate23	3	T	Kir2.1 K+ channel	20200605	
P23_G4	N114/10.2	plate23	3	T	HCN4	20200605	
P23_G5	N114/10.3	plate23	3	T	HCN4	20200605	
P23_G6	N114/10.4	plate23	3	T	HCN4	20200605	
P23_G7	N114/10.5	plate23	3	T	HCN4	20200605	
P23_G8	N114/6.1	plate23	2	T	HCN4	20200605	
P23_G9	N114/6.2	plate23	3	T	HCN4	20200605	
P23_H1	N423/32.1	plate23	2	T	KChIP4 K+ channel	20200605	
P23_H10	N423/75.4	plate23	3	T	KChIP4 K+ channel	20200605	
P23_H11	negativecontrol	plate23		F		20200605	
P23_H12	negativecontrol	plate23		F		20200605	
P23_H2	N423/32.5	plate23	3	T	KChIP4 K+ channel	20200605	
P23_H3	N423/42.1	plate23	2	T	KChIP4 K+ channel	20200605	
P23_H4	N423/42.3	plate23	3	T	KChIP4 K+ channel	20200605	
P23_H5	N423/42.4	plate23	3	T	KChIP4 K+ channel	20200605	
P23_H6	N423/42.5	plate23	3	T	KChIP4 K+ channel	20200605	
P23_H7	N423/75.3	plate23	3	T	KChIP4 K+ channel	20200605	
P23_H8	N423/32.2	plate23	3	T	KChIP4 K+ channel	20200605	
P23_H9	N423/75.2	plate23	3	T	KChIP4 K+ channel	20200605	
P24_A1	positivecontrol1_N29/29.1	plate24		F		20200605	
P24_A10	K19/46.1	plate24	2	T	Kv1.6 K+ channel	20200605	
P24_A11	K19/46.2	plate24	3	T	Kv1.6 K+ channel	20200605	
P24_A12	K19/46.3	plate24	3	T	Kv1.6 K+ channel	20200605	
P24_A2	K37/89.1	plate24	3	T	Kv2.2 K+ channel	20200605	
P24_A3	K37/89.2	plate24	3	T	Kv2.2 K+ channel	20200605	
P24_A4	K37/89.3	plate24	3	T	Kv2.2 K+ channel	20200605	
P24_A5	K37/89.4	plate24	3	T	Kv2.2 K+ channel	20200605	
P24_A6	K19/36.3	plate24	3	T	Kv1.6 K+ channel	20200605	
P24_A7	K19/36.4	plate24	3	T	Kv1.6 K+ channel	20200605	
P24_A8	K19/36.5	plate24	3	T	Kv1.6 K+ channel	20200605	
P24_A9	K19/36.6	plate24	3	T	Kv1.6 K+ channel	20200605	
P24_B1	K19/46.4	plate24	3	T	Kv1.6 K+ channel	20200605	
P24_B10	L23/27.5	plate24	3	T	Kv1.3 K+ channel	20200605	
P24_B11	L23/27.6	plate24	3	T	Kv1.3 K+ channel	20200605	
P24_B12	N21/13.1	plate24	2	T	Kir2.1 K+ channel	20200605	
P24_B2	K19/46.5	plate24	3	T	Kv1.6 K+ channel	20200605	
P24_B3	K19/46.6	plate24	3	T	Kv1.6 K+ channel	20200605	
P24_B4	K19/2.4	plate24	2	T	Kv1.6 K+ channel	20200605	
P24_B5	K19/2.5	plate24	3	T	Kv1.6 K+ channel	20200605	
P24_B6	K19/2.6	plate24	3	T	Kv1.6 K+ channel	20200605	
P24_B7	L23/27.2	plate24	3	T	Kv1.3 K+ channel	20200605	
P24_B8	L23/27.3	plate24	3	T	Kv1.3 K+ channel	20200605	
P24_B9	L23/27.4	plate24	3	T	Kv1.3 K+ channel	20200605	
