sample_name	trimmer_id	PlateName	SeqYear	Dropout? Missing	Dropout resolution	Category	ShowOnWeb	ProteinTarget	ChangeDate	ChangeReason
P33_A8	N5A/18.2	plate33	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	LRRK2/Dardarin	20200605	Corrected clone #
PDP1_F11	N5A/18.2	plateDP1	Year2	Dec2020dropout-Both		2	T	LRRK2/Dardarin	20201009	
P33_A9	N5A/44.1	plate33	Year1	n/a-n/a		2	T	LRRK2/Dardarin	20200605	
P67_E4	N6/38.1.1	plate67	Year2	n/a-n/a		3	T	VAChT	20201109	
P3_C8	N6/38.1.5	plate3	Year1	n/a-n/a		1	T	VAChT	20200428	
P73_B7	N6/38.1.5	plate73	Year2			1	T	VAChT	20210312	
P28_E1	N6/45.1	plate28	Year1	n/a-n/a		2	T	VAChT	20200428	
P38_G6	N60A/20.1	plate38	Year1	Dec2020dropout-HC		2	T	Neuronal acetylcholine receptor subunit beta4	20200619	
P38_G5	N61/36. A6	plate38	Year1	n/a-n/a		2	T	Ataxin-1	20200619	
P28_G3	N64A/13.1	plate28	Year1	n/a-n/a		2	T	TrpC7	20200428	
P28_G4	N64A/23.1	plate28	Year1	n/a-n/a		2	T	TrpC7	20200428	
P1_E5	N64A/36.1	plate1	Year1	n/a-n/a		1	F	TrpC7	20201009	Plate failed to yield seq so redone as Plate1R
P1R_E5	N64A/36.1	plate1R	Year2	n/a-n/a		1	T	TrpC7	20201009	
P70_E8	N64A/36.2	plate70	Year2	n/a-n/a		3	T	TrpC7	20201109	
P70_E9	N64A/36.3	plate70	Year2	n/a-n/a		3	T	TrpC7	20201109	
P1_E2	N65/37.1	plate1	Year1	n/a-n/a		1	F	Ataxin-1	20201009	Plate failed to yield seq so redone as Plate1R
P1R_E2	N65/37.1	plate1R	Year2	n/a-n/a		1	T	Ataxin-1	20201009	
P70_D12	N65/37.2	plate70	Year2	n/a-n/a		3	T	Ataxin-1	20201109	
P70_E1	N65/37.3	plate70	Year2	n/a-n/a		3	T	Ataxin-1	20201109	
PRnD_N15	N67/15.1	RandD_samples	Year1	n/a-n/a		1	T	TrpC5	20200617	Changed "sample_name" as per RnD key
P70_E2	N67/15.2	plate70	Year2	n/a-n/a		3	T	TrpC5	20201109	
P70_E3	N67/15.3	plate70	Year2	n/a-n/a		3	T	TrpC5	20201109	
P27_E10	N68/6.1	plate27	Year1	n/a-n/a		3	T	Nav1.7 Na+ channel	20200605	
P27_E11	N68/6.2	plate27	Year1	n/a-n/a		3	T	Nav1.7 Na+ channel	20200605	
P1_E8	N68/6.3	plate1	Year1	n/a-n/a		1	F	Nav1.7 Na+ channel	20201009	Plate failed to yield seq so redone as Plate1R
P1R_E8	N68/6.3	plate1R	Year2	n/a-n/a		1	T	Nav1.7 Na+ channel	20201009	
P27_E12	N68/6.4	plate27	Year1	n/a-n/a		3	T	Nav1.7 Na+ channel	20200605	
P27_F1	N68/6.5	plate27	Year1	n/a-n/a		3	T	Nav1.7 Na+ channel	20200605	
P17_E8	N69/10.2	plate17	Year1	n/a-n/a		2	T	Shank3	20200605	
PS1_F6	N69/10.2	plateS1	Year2	n/a-n/a		2	T	Shank3	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P50_E3	N69/15	plate50	Year1	n/a-n/a		4	T	Shank3	20200619	
P50_E4	N69/17	plate50	Year1	n/a-n/a		4	T	Shank3	20200619	
P50_E5	N69/22	plate50	Year1	n/a-n/a		4	T	Shank3	20200619	
P29_E3	N69/28.1	plate29	Year1	n/a-n/a		2	T	Shank3	20200428	
P50_E2	N69/3	plate50	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	Shank3	20200619	
P17_E9	N69/38.1	plate17	Year1	n/a-n/a		2	T	Shank3	20200605	
PS1_F7	N69/38.1	plateS1	Year2	n/a-n/a		2	T	Shank3	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P17_E10	N69/38.2	plate17	Year1	n/a-n/a		2	T	Shank3	20201109	Corrected category
P17_E11	N69/38.3	plate17	Year1	n/a-n/a		2	T	Shank3	20201109	Corrected category
P17_E12	N69/38.4	plate17	Year1	n/a-n/a		2	T	Shank3	20201109	Corrected category
P17_F1	N69/38.5	plate17	Year1	n/a-n/a		2	T	Shank3	20201109	Corrected category
P50_E6	N69/40	plate50	Year1	n/a-n/a		4	T	Shank3	20200619	
P66_F8	N69/46.1	plate66	Year1	n/a-n/a		1	T	Shank3	20200619	
P17_F2	N69/46.2	plate17	Year1	n/a-n/a		3	T	Shank3	20200605	
PS1_F8	N69/46.2	plateS1	Year2	n/a-n/a		3	T	Shank3	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P17_F3	N69/46.3	plate17	Year1	n/a-n/a		3	T	Shank3	20200605	
P17_F4	N69/46.4	plate17	Year1	n/a-n/a		3	T	Shank3	20200605	
P17_F5	N69/46.5	plate17	Year1	n/a-n/a		3	T	Shank3	20200605	
Psanger_140078	N69/46R	Sanger_samples		n/a-n/a		6	T	Shank3	20200702	
P66_A2	N7/18.1	plate66	Year1	n/a-n/a		1	T	Cavbeta1 Ca2+ channel	20200619	
P72_F11	N7/18.1	plate72	Year2	Dec2020dropout-HC		1	T	Cavbeta1 Ca2+ channel	20201109	
P75_D11	N7/18.1	plate75	Year2			1	T	Cavbeta1 Ca2+ channel	20210312	
Psanger_114497	N7/18.1R	Sanger_samples		n/a-n/a		6	T	Cavbeta1 Ca2+ channel	20200617	Added Psanger to Addgene ID # for "sample_name"
P29_A10	N7/8.1	plate29	Year1	n/a-n/a		2	T	Cavbeta1 Ca2+ channel	20200428	
P30_E6	N70/17.1	plate30	Year1	n/a-n/a		2	T	HCN1	20200428	
P30_E7	N70/27.1	plate30	Year1	n/a-n/a		2	T	HCN1	20200428	
P1_F5	N70/28.1	plate1	Year1	n/a-n/a		1	F	HCN1	20201009	Plate failed to yield seq so redone as Plate1R
P1R_F5	N70/28.1	plate1R	Year2	n/a-n/a		1	T	HCN1	20201009	
P72_F12	N70/28.1	plate72	Year2	n/a-n/a		1	T	HCN1	20201109	
P75_E1	N70/28.1	plate75	Year2			1	T	HCN1	20210312	
Psanger_114512	N70/28R	Sanger_samples		n/a-n/a		6	T	HCN1	20200617	Added Psanger to Addgene ID # for "sample_name"
P22_H5	N71/17.1	plate22	Year1	n/a-n/a		2	T	HCN2	20200605	
PS3_A6	N71/17.1	plateS3	Year2	n/a-n/a		2	T	HCN2	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P22_H6	N71/17.2	plate22	Year1	n/a-n/a		2	T	HCN2	20201109	Corrected category
P22_H7	N71/17.3	plate22	Year1	n/a-n/a		2	T	HCN2	20201109	Corrected category
P22_H8	N71/17.4	plate22	Year1	n/a-n/a		2	T	HCN2	20201109	Corrected category
P22_H9	N71/17.5	plate22	Year1	n/a-n/a		2	T	HCN2	20201109	Corrected category
P1_F6	N71/37.1	plate1	Year1	n/a-n/a		1	F	HCN2	20201009	Plate failed to yield seq so redone as Plate1R
P1R_F6	N71/37.1	plate1R	Year2	Dec2020dropout-Both		1	T	HCN2	20201009	
P75_D12	N71/37.1	plate75	Year2			1	T	HCN2	20210312	
P22_H1	N71/37.2	plate22	Year1	n/a-n/a		3	T	HCN2	20200605	
PS3_A5	N71/37.2	plateS3	Year2	n/a-n/a		3	T	HCN2	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P22_H2	N71/37.3	plate22	Year1	n/a-n/a		3	T	HCN2	20200605	
P22_H3	N71/37.4	plate22	Year1	n/a-n/a		3	T	HCN2	20200605	
P22_H4	N71/37.5	plate22	Year1	n/a-n/a		3	T	HCN2	20200605	
P25_G9	N72/11.1	plate25	Year1	n/a-n/a		2	T	Kv3.4 K+ channel	20200605	
PS3_G10	N72/11.1	plateS3	Year2	n/a-n/a		2	T	Kv3.4 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P25_G10	N72/11.2	plate25	Year1	n/a-n/a		2	T	Kv3.4 K+ channel	20201109	Corrected category
P25_G11	N72/11.3	plate25	Year1	n/a-n/a		2	T	Kv3.4 K+ channel	20201109	Corrected category
P25_G12	N72/11.4	plate25	Year1	n/a-n/a		2	T	Kv3.4 K+ channel	20201109	Corrected category
P25_H1	N72/11.5	plate25	Year1	n/a-n/a		2	T	Kv3.4 K+ channel	20201109	Corrected category
P1_A12	N72/16.1	plate1	Year1	n/a-n/a		1	F	Kv3.4 K+ channel	20201009	Plate failed to yield seq so redone as Plate1R
P1R_A12	N72/16.1	plate1R	Year2	n/a-n/a		1	T	Kv3.4 K+ channel	20201009	
P25_H2	N72/16.2	plate25	Year1	n/a-n/a		3	T	Kv3.4 K+ channel	20200605	
PS3_G11	N72/16.2	plateS3	Year2	n/a-n/a		3	T	Kv3.4 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P25_H3	N72/16.3	plate25	Year1	n/a-n/a		3	T	Kv3.4 K+ channel	20200605	
P25_H4	N72/16.4	plate25	Year1	n/a-n/a		3	T	Kv3.4 K+ channel	20200605	
P25_H5	N72/16.5	plate25	Year1	n/a-n/a		3	T	Kv3.4 K+ channel	20200605	
P25_G8	N72/20.1	plate25	Year1	n/a-n/a		2	T	Kv3.4 K+ channel	20200605	
PS3_G9	N72/20.1	plateS3	Year2	n/a-n/a		2	T	Kv3.4 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P25_H6	N72/20.2	plate25	Year1	n/a-n/a		2	T	Kv3.4 K+ channel	20201109	Corrected category
PS3_G12	N72/20.2	plateS3	Year2	n/a-n/a		2	T	Kv3.4 K+ channel	20210312	Should be corroborating subclone seq, may show if better seq than initial one, corrected category => might as well show
P25_H7	N72/20.3	plate25	Year1	n/a-n/a		2	T	Kv3.4 K+ channel	20201109	Corrected category
P25_H8	N72/20.4	plate25	Year1	n/a-n/a		2	T	Kv3.4 K+ channel	20201109	Corrected category
P25_H9	N72/20.5	plate25	Year1	n/a-n/a		2	T	Kv3.4 K+ channel	20201109	Corrected category
P31_E3	N74/11.1	plate31	Year1	n/a-n/a		2	T	TrpM7	20200428	
P31_E4	N74/16.1	plate31	Year1	n/a-n/a		2	T	TrpM7	20200428	
P70_D2	N74/25.1	plate70	Year2	n/a-n/a		3	T	TrpM7	20201109	
P1_E11	N74/25.2	plate1	Year1	n/a-n/a		1	F	TrpM7	20201009	Plate failed to yield seq so redone as Plate1R
P1R_E11	N74/25.2	plate1R	Year2	n/a-n/a		1	T	TrpM7	20201009	
P74_C7	N74/25.2	plate74	Year2			1	T	TrpM7	20210312	
P3_C11	N75/3.2	plate3	Year1	n/a-n/a		1	T	mGluR1/5 (Group I) glutamate receptor	20200428	
P72_C12	N75/3.2	plate72	Year2	n/a-n/a		1	T	mGluR1/5 (Group I) glutamate receptor	20201109	
P3_C12	N75/33.1	plate3	Year1	n/a-n/a		1	T	mGluR1/5 (Group I) glutamate receptor	20200428	
P72_D1	N75/33.1	plate72	Year2	n/a-n/a		1	T	mGluR1/5 (Group I) glutamate receptor	20201109	
P66_C4	N76/3.1	plate66	Year1	n/a-n/a		1	T	Ataxin-1	20200619	
P70_C12	N76/3.2	plate70	Year2	n/a-n/a		3	T	Ataxin-1	20201109	
P70_D1	N76/3.3	plate70	Year2	n/a-n/a		3	T	Ataxin-1	20201109	
Psanger_114559	N76/3R	Sanger_samples		n/a-n/a		6	T	Ataxin-1	20200617	Added Psanger to Addgene ID # for "sample_name"
P34_A7	N76/7.1	plate34	Year1	n/a-n/a		2	T	Ataxin-1	20200605	
P66_C5	N76/8.1	plate66	Year1	n/a-n/a		1	T	Ataxin-1	20200619	
P70_D4	N76/8.2	plate70	Year2	n/a-n/a		3	T	Ataxin-1	20201109	
P70_D3	N76/8.5	plate70	Year2	n/a-n/a		3	T	Ataxin-1	20201109	
Psanger_128641	N76/8R	Sanger_samples		n/a-n/a		6	T	Ataxin-1	20200617	Added Psanger to Addgene ID # for "sample_name"
P1_E12	N77/15.1	plate1	Year1	n/a-n/a		1	F	TrpC4	20201009	Plate failed to yield seq so redone as Plate1R
P1R_E12	N77/15.1	plate1R	Year2	n/a-n/a		1	T	TrpC4	20201009	
P70_E4	N77/15.2	plate70	Year2	n/a-n/a		3	T	TrpC4	20201109	
P70_E5	N77/15.3	plate70	Year2	n/a-n/a		3	T	TrpC4	20201109	
P31_E6	N78/28.1	plate31	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	MiRP2 K+ channel	20201009	No show on web because expecting better seq from AP or DP plate
PDP1_F7	N78/28.1	plateDP1	Year2	Dec2020dropout-Both		2	T	MiRP2 K+ channel	20201009	
P31_E7	N78/31.1	plate31	Year1	n/a-n/a		2	T	MiRP2 K+ channel	20200428	
P31_E5	N78/6.1	plate31	Year1	n/a-n/a		2	T	MiRP2 K+ channel	20200428	
P2_C10	N81/2.1	plate2	Year1	Dec2020dropout-LC		1	T	GABA(B)R2	20200428	
P8_C5	N81/2.1	plate8	Year1	n/a-n/a		1	T	GABA(B)R2	20201109	
P8_C1	N81/2.2	plate8	Year1	n/a-n/a		3	T	GABA(B)R2	20200605	
P8_C2	N81/2.3	plate8	Year1	Dec2020dropout-LC		3	T	GABA(B)R2	20200605	
P8_C3	N81/2.4	plate8	Year1	n/a-n/a		3	T	GABA(B)R2	20200605	
P8_C4	N81/2.5	plate8	Year1	n/a-n/a		3	T	GABA(B)R2	20200605	
P66_E8	N81/37.1	plate66	Year1	n/a-n/a		1	T	GABA(B)R2	20200619	
Psanger_114544	N81/37.1R	Sanger_samples		n/a-n/a		6	T	GABA(B)R2	20200617	Added Psanger to Addgene ID # for "sample_name"
P8_B11	N81/37.2	plate8	Year1	n/a-n/a		3	T	GABA(B)R2	20200605	
P8_B12	N81/37.3	plate8	Year1	n/a-n/a		3	T	GABA(B)R2	20200605	
P66_F2	N83/48.1	plate66	Year1	n/a-n/a		1	T	GIT2	20200619	
P70_E11	N83/48.2	plate70	Year2	n/a-n/a		3	T	GIT2	20201109	
P70_E12	N83/48.3	plate70	Year2	n/a-n/a		3	T	GIT2	20201109	
Psanger_140079	N83/48R	Sanger_samples		n/a-n/a		6	T	GIT2	20200617	Added Psanger to Addgene ID # for "sample_name"
P34_B8	N83/53.1	plate34	Year1	n/a-n/a		2	T	GIT2	20200605	
P34_A2	N84/1.5	plate34	Year1	n/a-n/a		2	T	Laforin	20200605	
P34_B9	N84/22.1	plate34	Year1	Dec2020dropout-HC		2	T	Laforin	20200605	
P66_D9	N84/37.1	plate66	Year1	n/a-n/a		1	T	Laforin	20200619	
P72_C6	N84/37.1	plate72	Year2	n/a-n/a		1	T	Laforin	20201109	
Psanger_114533	N84/37.1R	Sanger_samples		n/a-n/a		6	T	Laforin	20200617	Added Psanger to Addgene ID # for "sample_name"
P66_C6	N85/18.1	plate66	Year1	n/a-n/a		1	T	Malin	20200619	
Psanger_114513	N85/18.1R	Sanger_samples		n/a-n/a		6	T	Malin	20200617	Added Psanger to Addgene ID # for "sample_name"
P70_F1	N85/18.2	plate70	Year2	n/a-n/a		3	T	Malin	20201109	
P70_F2	N85/18.3	plate70	Year2	n/a-n/a		3	T	Malin	20201109	
P34_E12	N85/25.1	plate34	Year1	n/a-n/a		2	T	Malin	20200605	
P54_A2	N86/1	plate54	Year1	Dec2020dropout-LC	n/a, Category 4 parent so skip for now	4	T	GFP	20200619	
P5_C12	N86/17.2	plate5	Year1	n/a-n/a		2	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_C11	N86/17.3	plate5	Year1	n/a-n/a		2	F	GFP	20201109	Corrected "sample_name" due to plate orientation error, still not showing on web due to possible contamination, corrected category
P5_C10	N86/17.4	plate5	Year1	n/a-n/a		2	F	GFP	20201109	Corrected "sample_name" due to plate orientation error, still not showing on web due to possible contamination, corrected category
P5_C9	N86/17.5	plate5	Year1	n/a-n/a		2	F	GFP	20201109	Corrected "sample_name" due to plate orientation error, still not showing on web due to possible contamination, corrected category
P4_H10	N86/20.1	plate4	Year1	n/a-n/a		1	T	GFP	20200605	
P5_C4	N86/20.1	plate5	Year1	n/a-n/a		1	T	GFP	20210312	Corrected "sample_name" due to plate orientation error, still not showing on web due to possible contamination => might as well show
P73_B8	N86/20.1	plate73	Year2			1	T	GFP	20210312	
P5_C5	N86/20.2	plate5	Year1	n/a-n/a		3	T	GFP	20210312	Corrected "sample_name" due to plate orientation error, still not showing on web due to possible contamination => might as well show
P73_F7	N86/20.2	plate73	Year2			3	T	GFP	20210312	
P43_E9	N86/24	plate43	Year1	n/a-n/a		4	T	GFP	20200619	
P43_E10	N86/30	plate43	Year1	n/a-n/a		4	T	GFP	20200619	
P5_F10	N86/34.1	plate5	Year1	n/a-n/a		2	F	GFP	20200708	Corrected "sample_name" due to plate orientation error, still not showing on web due to possible contamination
P5_F9	N86/34.2	plate5	Year1	n/a-n/a		2	T	GFP	20201109	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error, corrected category
P5_F8	N86/34.3	plate5	Year1	n/a-n/a		2	T	GFP	20201109	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error, corrected category
P5_F7	N86/34.4	plate5	Year1	Dec2020dropout-Both		2	T	GFP	20201109	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error, corrected category
P5_F6	N86/34.5	plate5	Year1	n/a-n/a		2	T	GFP	20201109	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error, corrected category
P5_C2	N86/36.1	plate5	Year1	n/a-n/a		2	F	GFP	20200708	Corrected "sample_name" due to plate orientation error, still not showing on web due to possible contamination
P5_E12	N86/38.1	plate5	Year1	n/a-n/a		1	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P66_H2	N86/38.1	plate66	Year1	n/a-n/a		1	T	GFP	20200619	
Psanger_114492	N86/38.1R	Sanger_samples		n/a-n/a		6	T	GFP	20200617	Added Psanger to Addgene ID # for "sample_name"
P5_G4	N86/38.2	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_G3	N86/38.3	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_G2	N86/38.4	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_G1	N86/38.5	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P2_E7	N86/44.1	plate2	Year1	n/a-n/a		1	T	GFP	20200428	
P5_C3	N86/44.1	plate5	Year1	n/a-n/a		3	T	GFP	20210312	Corrected "sample_name" due to plate orientation error, still not showing on web due to possible contamination => might as well show
P5_F5	N86/44.2	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_F4	N86/44.3	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_F3	N86/44.4	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_F2	N86/44.5	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P43_E8	N86/6	plate43	Year1	n/a-n/a		4	T	GFP	20200619	
P5_F12	N86/8.1	plate5	Year1	Dec2020dropout-Both		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_C8	N86/8.1A	plate5	Year1	n/a-n/a		3	T	GFP	20210312	Corrected "sample_name" due to plate orientation error, still not showing on web due to possible contamination => might as well show
P5_F11	N86/8.2	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_C7	N86/8.2A	plate5	Year1	n/a-n/a		3	T	GFP	20210312	Corrected "sample_name" due to plate orientation error, still not showing on web due to possible contamination => might as well show
P5_G10	N86/8.3	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_E11	N86/8.3.1	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_E10	N86/8.3.2	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_E9	N86/8.3.3	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_E4	N86/8.3.5	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_E8	N86/8.3.5	plate5	Year1	Dec2020dropout-Both		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P2_H10	N86/8.3.5.1	plate2	Year1	n/a-n/a		1	T	GFP	20200428	
P5_E3	N86/8.3.5.1	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_D6	N86/8.3.5.10	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_D9	N86/8.3.5.2	plate5	Year1	Dec2020dropout-Both		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_E2	N86/8.3.5.3	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_E1	N86/8.3.5.4	plate5	Year1	Dec2020dropout-HC		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_D12	N86/8.3.5.5	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_D8	N86/8.3.5.6	plate5	Year1	Dec2020dropout-Both		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_D7	N86/8.3.5.7	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_D11	N86/8.3.5.8	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_D10	N86/8.3.5.9	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_E7	N86/8.3.6	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_E6	N86/8.3.7	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_E5	N86/8.3.8	plate5	Year1	Dec2020dropout-Both		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_C6	N86/8.3A	plate5	Year1	n/a-n/a		3	T	GFP	20210312	Corrected "sample_name" due to plate orientation error, still not showing on web due to possible contamination => might as well show
P5_F1	N86/8.4	plate5	Year1	Dec2020dropout-HC		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_G9	N86/8.5	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_D5	N86/8.5.3.1	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_G7	N86/8.6	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_G6	N86/8.7	plate5	Year1	Dec2020dropout-Both		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P5_G5	N86/8.8	plate5	Year1	n/a-n/a		3	T	GFP	20200708	Corrected "sample_name" and "ShowOnWeb" due to plate orientation error
P8_D2	N87/25.2	plate8	Year1	n/a-n/a		3	T	GABA(A)R, Beta3	20200605	
P7_H10	N87/25.2.1	plate7	Year1	n/a-n/a		3	T	GABA(A)R, Beta3	20200605	
P1_H8	N87/25.2.2	plate1	Year1	n/a-n/a		1	F	GABA(A)R, Beta3	20201009	Plate failed to yield seq so redone as Plate1R
P1R_H8	N87/25.2.2	plate1R	Year2	n/a-n/a		1	T	GABA(A)R, Beta3	20201009	
P8_F9	N87/25.2.2	plate8	Year1	n/a-n/a		3	T	GABA(A)R, Beta3	20200605	
P8_A2	N87/25.2.3	plate8	Year1	n/a-n/a		3	T	GABA(A)R, Beta3	20200605	
P8_A3	N87/25.2.4	plate8	Year1	n/a-n/a		3	T	GABA(A)R, Beta3	20200605	
P8_A4	N87/25.2.5	plate8	Year1	n/a-n/a		3	T	GABA(A)R, Beta3	20200605	
P8_A5	N87/25.2.6	plate8	Year1	n/a-n/a		3	T	GABA(A)R, Beta3	20200605	
P8_C6	N87/25.3	plate8	Year1	n/a-n/a		3	T	GABA(A)R, Beta3	20200605	
P8_C7	N87/25.4	plate8	Year1	n/a-n/a		3	T	GABA(A)R, Beta3	20200605	
P8_C8	N87/25.5	plate8	Year1	n/a-n/a		3	T	GABA(A)R, Beta3	20200605	
P8_C9	N87/31.1	plate8	Year1	Dec2020dropout-HC	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	GABA(A)R, Beta3	20201009	No show on web because expecting better seq from AP or DP plate
PAP1_H11	N87/31.1	plateAP1		n/a-n/a		2	F	GABA(A)R, Beta3	20201228	No show on web because not doing AP plate
P8_C10	N87/31.2	plate8	Year1	Dec2020dropout-HC		2	T	GABA(A)R, Beta3	20201109	Corrected category
P8_C11	N87/31.3	plate8	Year1	Dec2020dropout-HC		2	T	GABA(A)R, Beta3	20201109	Corrected category
P8_C12	N87/31.4	plate8	Year1	Dec2020dropout-HC		2	T	GABA(A)R, Beta3	20201109	Corrected category
P8_D1	N87/31.5	plate8	Year1	Dec2020dropout-HC		2	T	GABA(A)R, Beta3	20201109	Corrected category
P34_B6	N88/10.1	plate34	Year1	n/a-n/a		2	T	MESD	20200605	
P66_C7	N88/12.1	plate66	Year1	n/a-n/a		1	T	MESD	20200619	
P75_E2	N88/12.1	plate75	Year2			1	T	MESD	20210312	
Psanger_114539	N88/12.1R	Sanger_samples		n/a-n/a		6	T	MESD	20200617	Added Psanger to Addgene ID # for "sample_name"
P3_B6	N8B/1.1	plate3	Year1	n/a-n/a		1	T	Cavbeta2 Ca2+ channel	20200428	
P71_E5	N8B/1.1.2	plate71	Year2	n/a-n/a		3	T	Cavbeta2 Ca2+ channel	20201109	
P71_E6	N8B/1.1.3	plate71	Year2	n/a-n/a		3	T	Cavbeta2 Ca2+ channel	20201109	
Psanger_149458	N8B/1R	Sanger_samples		n/a-n/a		6	T	Cavbeta2 Ca2+ channel	20200706	
P2_H7	N90/20.1	plate2	Year1	n/a-n/a		1	T	MGL	20200428	
P72_D3	N90/20.1	plate72	Year2	n/a-n/a		1	T	MGL	20201109	
P34_C1	N90/26.1	plate34	Year1	Dec2020dropout-HC		2	T	MGL	20200605	
P34_B11	N91/13.1	plate34	Year1	n/a-n/a		2	T	FGF13/FHF2	20200605	
P34_B10	N91/2.1	plate34	Year1	n/a-n/a		2	T	FGF13/FHF2	20200605	
P16_A1	N91/27.1	plate16	Year1	n/a-n/a		1	T	FGF13/FHF2	20201009	Missing seq but used as positive control so converted entry to show
Psanger_114525	N91/27.1R	Sanger_samples		n/a-n/a		6	T	FGF13/FHF2	20200617	Added Psanger to Addgene ID # for "sample_name"
